id,severity_type,sort,revsort,cumsort
6055,1,109,15,0.879032258064516
1630,2,110,14,0.887096774193548
7435,1,111,13,0.895161290322581
17037,2,112,12,0.903225806451613
16463,1,113,11,0.911290322580645
4598,1,114,10,0.919354838709677
6211,1,115,9,0.92741935483871
5677,1,116,8,0.935483870967742
11138,1,117,7,0.943548387096774
9130,1,118,6,0.951612903225806
6458,1,119,5,0.959677419354839
3976,1,120,4,0.967741935483871
17903,2,121,3,0.975806451612903
12881,1,122,2,0.983870967741935
15000,1,123,1,0.991935483870968
2743,1,1,3,0.25
5969,1,2,2,0.5
1500,1,3,1,0.75
12500,2,1,9,0.1
9514,2,2,8,0.2
8168,1,3,7,0.3
16668,2,4,6,0.4
2037,2,5,5,0.5
16243,1,6,4,0.6
11745,1,7,3,0.7
14435,1,8,2,0.8
11427,1,9,1,0.9
5298,1,1,6,0.142857142857143
2541,1,2,5,0.285714285714286
7909,1,3,4,0.428571428571429
8481,1,4,3,0.571428571428571
2917,1,5,2,0.714285714285714
13689,1,6,1,0.857142857142857
9700,1,1,13,0.0714285714285714
10685,1,2,12,0.142857142857143
9958,1,3,11,0.214285714285714
6227,1,4,10,0.285714285714286
4411,1,5,9,0.357142857142857
8309,1,6,8,0.428571428571429
1275,1,7,7,0.5
5955,1,8,6,0.571428571428571
7336,2,9,5,0.642857142857143
4253,2,10,4,0.714285714285714
1461,1,11,3,0.785714285714286
358,1,12,2,0.857142857142857
14182,2,13,1,0.928571428571429
3601,1,1,9,0.1
16805,1,2,8,0.2
8182,1,3,7,0.3
15695,2,4,6,0.4
6036,2,5,5,0.5
5071,1,6,4,0.6
10440,1,7,3,0.7
87,1,8,2,0.8
2011,1,9,1,0.9
13625,1,1,28,0.0344827586206897
10513,1,2,27,0.0689655172413793
15368,1,3,26,0.103448275862069
13600,1,4,25,0.137931034482759
18473,1,5,24,0.172413793103448
12709,1,6,23,0.206896551724138
14930,1,7,22,0.241379310344828
3562,1,8,21,0.275862068965517
1145,1,9,20,0.310344827586207
9496,1,10,19,0.344827586206897
12967,1,11,18,0.379310344827586
15535,1,12,17,0.413793103448276
14712,1,13,16,0.448275862068966
8257,1,14,15,0.482758620689655
7916,1,15,14,0.517241379310345
14336,2,16,13,0.551724137931034
14954,1,17,12,0.586206896551724
17979,1,18,11,0.620689655172414
733,1,19,10,0.655172413793103
13601,1,20,9,0.689655172413793
13397,1,21,8,0.724137931034483
5367,2,22,7,0.758620689655172
10417,2,23,6,0.793103448275862
13279,1,24,5,0.827586206896552
18538,1,25,4,0.862068965517241
3808,1,26,3,0.896551724137931
17611,1,27,2,0.931034482758621
6762,1,28,1,0.96551724137931
8434,1,1,184,0.00540540540540541
10532,1,2,183,0.0108108108108108
17620,1,3,182,0.0162162162162162
15213,1,4,181,0.0216216216216216
5196,1,5,180,0.027027027027027
4369,1,6,179,0.0324324324324324
8546,1,7,178,0.0378378378378378
8459,1,8,177,0.0432432432432432
13686,2,9,176,0.0486486486486487
14077,2,10,175,0.0540540540540541
12000,1,11,174,0.0594594594594595
18451,1,12,173,0.0648648648648649
3245,2,13,172,0.0702702702702703
15615,1,14,171,0.0756756756756757
15270,1,15,170,0.0810810810810811
10694,1,16,169,0.0864864864864865
17198,1,17,168,0.0918918918918919
13765,1,18,167,0.0972972972972973
11460,1,19,166,0.102702702702703
1586,1,20,165,0.108108108108108
4786,1,21,164,0.113513513513514
16808,1,22,163,0.118918918918919
2529,1,23,162,0.124324324324324
5042,2,24,161,0.12972972972973
742,1,25,160,0.135135135135135
9190,1,26,159,0.140540540540541
8909,1,27,158,0.145945945945946
4978,1,28,157,0.151351351351351
4440,1,29,156,0.156756756756757
10548,1,30,155,0.162162162162162
8304,1,31,154,0.167567567567568
9411,1,32,153,0.172972972972973
2121,1,33,152,0.178378378378378
7860,1,34,151,0.183783783783784
5034,1,35,150,0.189189189189189
15130,1,36,149,0.194594594594595
6801,1,37,148,0.2
7748,1,38,147,0.205405405405405
905,1,39,146,0.210810810810811
3826,1,40,145,0.216216216216216
15592,1,41,144,0.221621621621622
13464,1,42,143,0.227027027027027
263,1,43,142,0.232432432432432
4815,1,44,141,0.237837837837838
11738,1,45,140,0.243243243243243
15090,1,46,139,0.248648648648649
5450,1,47,138,0.254054054054054
15139,1,48,137,0.259459459459459
7502,1,49,136,0.264864864864865
16349,1,50,135,0.27027027027027
9040,1,51,134,0.275675675675676
12694,1,52,133,0.281081081081081
3267,1,53,132,0.286486486486487
6678,2,54,131,0.291891891891892
17482,1,55,130,0.297297297297297
9159,1,56,129,0.302702702702703
12277,1,57,128,0.308108108108108
2610,1,58,127,0.313513513513514
13378,1,59,126,0.318918918918919
2487,1,60,125,0.324324324324324
13704,1,61,124,0.32972972972973
4714,1,62,123,0.335135135135135
15069,1,63,122,0.340540540540541
1548,2,64,121,0.345945945945946
18443,1,65,120,0.351351351351351
3194,1,66,119,0.356756756756757
5724,1,67,118,0.362162162162162
10665,1,68,117,0.367567567567568
7713,1,69,116,0.372972972972973
14765,1,70,115,0.378378378378378
4232,2,71,114,0.383783783783784
4750,1,72,113,0.389189189189189
9430,1,73,112,0.394594594594595
6515,1,74,111,0.4
10934,1,75,110,0.405405405405405
10376,1,76,109,0.410810810810811
7706,1,77,108,0.416216216216216
3379,1,78,107,0.421621621621622
10284,1,79,106,0.427027027027027
2861,1,80,105,0.432432432432432
11778,1,81,104,0.437837837837838
18458,1,82,103,0.443243243243243
17312,2,83,102,0.448648648648649
4026,1,84,101,0.454054054054054
14940,1,85,100,0.459459459459459
12675,1,86,99,0.464864864864865
2554,1,87,98,0.47027027027027
7244,1,88,97,0.475675675675676
4348,1,89,96,0.481081081081081
7791,1,90,95,0.486486486486487
15124,2,91,94,0.491891891891892
4819,1,92,93,0.497297297297297
8338,1,93,92,0.502702702702703
7461,1,94,91,0.508108108108108
13890,1,95,90,0.513513513513513
11161,1,96,89,0.518918918918919
16503,1,97,88,0.524324324324324
11927,1,98,87,0.52972972972973
15145,2,99,86,0.535135135135135
16580,1,100,85,0.540540540540541
9055,1,101,84,0.545945945945946
7074,1,102,83,0.551351351351351
11501,1,103,82,0.556756756756757
10087,1,104,81,0.562162162162162
938,2,105,80,0.567567567567568
4282,1,106,79,0.572972972972973
15339,1,107,78,0.578378378378378
17958,1,108,77,0.583783783783784
1864,1,109,76,0.589189189189189
1087,2,110,75,0.594594594594595
15988,1,111,74,0.6
12750,1,112,73,0.605405405405405
385,1,113,72,0.610810810810811
13146,1,114,71,0.616216216216216
9233,1,115,70,0.621621621621622
6750,1,116,69,0.627027027027027
8399,1,117,68,0.632432432432432
10534,1,118,67,0.637837837837838
5323,1,119,66,0.643243243243243
15492,1,120,65,0.648648648648649
16366,1,121,64,0.654054054054054
12396,2,122,63,0.659459459459459
1107,1,123,62,0.664864864864865
223,1,124,61,0.67027027027027
6051,1,125,60,0.675675675675676
2271,1,126,59,0.681081081081081
9805,1,127,58,0.686486486486486
960,1,128,57,0.691891891891892
3341,2,129,56,0.697297297297297
8770,1,130,55,0.702702702702703
7998,1,131,54,0.708108108108108
17513,1,132,53,0.713513513513514
8181,1,133,52,0.718918918918919
7397,1,134,51,0.724324324324324
1793,1,135,50,0.72972972972973
9359,1,136,49,0.735135135135135
14101,1,137,48,0.740540540540541
12454,1,138,47,0.745945945945946
16706,2,139,46,0.751351351351351
15356,1,140,45,0.756756756756757
17096,1,141,44,0.762162162162162
2177,1,142,43,0.767567567567568
17694,1,143,42,0.772972972972973
17538,1,144,41,0.778378378378378
517,1,145,40,0.783783783783784
14604,1,146,39,0.789189189189189
17343,1,147,38,0.794594594594595
6346,1,148,37,0.8
13087,1,149,36,0.805405405405405
15810,1,150,35,0.810810810810811
8081,1,151,34,0.816216216216216
8294,1,152,33,0.821621621621622
4152,2,153,32,0.827027027027027
11578,1,154,31,0.832432432432432
1415,1,155,30,0.837837837837838
16168,1,156,29,0.843243243243243
939,2,157,28,0.848648648648649
16429,1,158,27,0.854054054054054
8130,1,159,26,0.859459459459459
8190,1,160,25,0.864864864864865
12696,1,161,24,0.87027027027027
4457,2,162,23,0.875675675675676
9007,1,163,22,0.881081081081081
3520,1,164,21,0.886486486486487
16204,1,165,20,0.891891891891892
8527,1,166,19,0.897297297297297
12166,2,167,18,0.902702702702703
13269,2,168,17,0.908108108108108
12479,1,169,16,0.913513513513514
4293,1,170,15,0.918918918918919
17709,1,171,14,0.924324324324324
12691,1,172,13,0.92972972972973
16916,1,173,12,0.935135135135135
11179,1,174,11,0.940540540540541
6337,1,175,10,0.945945945945946
11012,2,176,9,0.951351351351351
14558,1,177,8,0.956756756756757
6955,1,178,7,0.962162162162162
6594,1,179,6,0.967567567567568
6316,1,180,5,0.972972972972973
8800,1,181,4,0.978378378378378
17526,1,182,3,0.983783783783784
5401,1,183,2,0.989189189189189
12330,1,184,1,0.994594594594595
12724,1,1,5,0.166666666666667
4964,1,2,4,0.333333333333333
3264,1,3,3,0.5
17360,2,4,2,0.666666666666667
10578,2,5,1,0.833333333333333
13350,1,1,34,0.0285714285714286
11714,1,2,33,0.0571428571428571
3899,2,3,32,0.0857142857142857
208,1,4,31,0.114285714285714
2781,1,5,30,0.142857142857143
5875,1,6,29,0.171428571428571
13734,1,7,28,0.2
6621,1,8,27,0.228571428571429
537,1,9,26,0.257142857142857
14337,1,10,25,0.285714285714286
599,1,11,24,0.314285714285714
7383,1,12,23,0.342857142857143
17249,2,13,22,0.371428571428571
10974,2,14,21,0.4
6351,2,15,20,0.428571428571429
3858,1,16,19,0.457142857142857
5126,1,17,18,0.485714285714286
16048,1,18,17,0.514285714285714
12324,1,19,16,0.542857142857143
12161,2,20,15,0.571428571428571
8937,1,21,14,0.6
14614,1,22,13,0.628571428571429
6170,1,23,12,0.657142857142857
14447,2,24,11,0.685714285714286
11512,2,25,10,0.714285714285714
11090,2,26,9,0.742857142857143
3424,2,27,8,0.771428571428571
1004,1,28,7,0.8
8206,1,29,6,0.828571428571429
5537,1,30,5,0.857142857142857
17038,1,31,4,0.885714285714286
9116,1,32,3,0.914285714285714
18416,1,33,2,0.942857142857143
3407,1,34,1,0.971428571428571
7775,2,1,2,0.333333333333333
7728,2,2,1,0.666666666666667
1730,1,1,2,0.333333333333333
4979,1,2,1,0.666666666666667
13214,1,1,32,0.0303030303030303
5629,1,2,31,0.0606060606060606
3575,1,3,30,0.0909090909090909
1646,1,4,29,0.121212121212121
9022,1,5,28,0.151515151515152
5087,1,6,27,0.181818181818182
5358,1,7,26,0.212121212121212
5599,1,8,25,0.242424242424242
9350,1,9,24,0.272727272727273
14867,1,10,23,0.303030303030303
6385,1,11,22,0.333333333333333
11027,4,12,21,0.363636363636364
90,1,13,20,0.393939393939394
15956,1,14,19,0.424242424242424
12401,2,15,18,0.454545454545455
10992,1,16,17,0.484848484848485
12366,1,17,16,0.515151515151515
5260,1,18,15,0.545454545454545
2603,2,19,14,0.575757575757576
14768,1,20,13,0.606060606060606
10104,1,21,12,0.636363636363636
15025,1,22,11,0.666666666666667
11285,1,23,10,0.696969696969697
1964,2,24,9,0.727272727272727
8118,1,25,8,0.757575757575758
18439,1,26,7,0.787878787878788
8645,2,27,6,0.818181818181818
2023,1,28,5,0.848484848484849
94,1,29,4,0.878787878787879
16483,1,30,3,0.909090909090909
7329,4,31,2,0.939393939393939
9039,1,32,1,0.96969696969697
6310,1,1,18,0.0526315789473684
15761,2,2,17,0.105263157894737
6982,4,3,16,0.157894736842105
17860,1,4,15,0.210526315789474
9442,2,5,14,0.263157894736842
16590,2,6,13,0.315789473684211
25,2,7,12,0.368421052631579
1957,1,8,11,0.421052631578947
10214,1,9,10,0.473684210526316
9921,1,10,9,0.526315789473684
14209,1,11,8,0.578947368421053
2626,1,12,7,0.631578947368421
14606,2,13,6,0.684210526315789
11483,1,14,5,0.736842105263158
16817,1,15,4,0.789473684210526
9632,1,16,3,0.842105263157895
15407,1,17,2,0.894736842105263
6455,1,18,1,0.947368421052632
7011,2,1,11,0.0833333333333333
5289,1,2,10,0.166666666666667
1902,1,3,9,0.25
6164,1,4,8,0.333333333333333
14344,2,5,7,0.416666666666667
1589,1,6,6,0.5
7509,1,7,5,0.583333333333333
18239,1,8,4,0.666666666666667
3391,1,9,3,0.75
10939,1,10,2,0.833333333333333
6857,1,11,1,0.916666666666667
3433,1,1,1,0.5
14758,2,1,16,0.0588235294117647
7222,1,2,15,0.117647058823529
15476,1,3,14,0.176470588235294
13162,1,4,13,0.235294117647059
15441,1,5,12,0.294117647058824
6813,1,6,11,0.352941176470588
1120,1,7,10,0.411764705882353
13916,1,8,9,0.470588235294118
3281,1,9,8,0.529411764705882
15933,1,10,7,0.588235294117647
1899,1,11,6,0.647058823529412
3769,1,12,5,0.705882352941177
17049,1,13,4,0.764705882352941
15814,1,14,3,0.823529411764706
14597,1,15,2,0.882352941176471
9019,1,16,1,0.941176470588235
3860,1,1,4,0.2
12002,1,2,3,0.4
10479,1,3,2,0.6
4715,1,4,1,0.8
13803,2,1,13,0.0714285714285714
4069,2,2,12,0.142857142857143
4219,1,3,11,0.214285714285714
10573,1,4,10,0.285714285714286
4969,2,5,9,0.357142857142857
9908,2,6,8,0.428571428571429
6197,2,7,7,0.5
8583,1,8,6,0.571428571428571
15370,1,9,5,0.642857142857143
5493,1,10,4,0.714285714285714
3199,1,11,3,0.785714285714286
1309,1,12,2,0.857142857142857
17232,1,13,1,0.928571428571429
1005,1,1,10,0.0909090909090909
9470,1,2,9,0.181818181818182
10359,1,3,8,0.272727272727273
18456,1,4,7,0.363636363636364
6718,1,5,6,0.454545454545455
1370,1,6,5,0.545454545454545
14897,2,7,4,0.636363636363636
1973,1,8,3,0.727272727272727
7657,1,9,2,0.818181818181818
862,1,10,1,0.909090909090909
10478,1,1,5,0.166666666666667
10794,1,2,4,0.333333333333333
6870,1,3,3,0.5
4022,1,4,2,0.666666666666667
5587,1,5,1,0.833333333333333
4378,1,1,18,0.0526315789473684
16987,1,2,17,0.105263157894737
17248,2,3,16,0.157894736842105
16288,2,4,15,0.210526315789474
18157,2,5,14,0.263157894736842
407,1,6,13,0.315789473684211
8270,1,7,12,0.368421052631579
16719,2,8,11,0.421052631578947
3638,2,9,10,0.473684210526316
10716,1,10,9,0.526315789473684
16676,2,11,8,0.578947368421053
4561,2,12,7,0.631578947368421
7535,4,13,6,0.684210526315789
10244,4,14,5,0.736842105263158
103,1,15,4,0.789473684210526
4997,2,16,3,0.842105263157895
17282,1,17,2,0.894736842105263
15039,1,18,1,0.947368421052632
10525,1,1,6,0.142857142857143
15221,1,2,5,0.285714285714286
12992,1,3,4,0.428571428571429
13528,1,4,3,0.571428571428571
906,1,5,2,0.714285714285714
8422,1,6,1,0.857142857142857
3073,1,1,3,0.25
7850,1,2,2,0.5
10741,2,3,1,0.75
6343,1,1,2,0.333333333333333
1697,1,2,1,0.666666666666667
15289,1,1,1,0.5
17719,1,1,1,0.5
14544,1,1,2,0.333333333333333
13712,2,2,1,0.666666666666667
11436,1,1,2,0.333333333333333
13149,1,2,1,0.666666666666667
747,2,1,1,0.5
946,1,1,17,0.0555555555555556
7731,2,2,16,0.111111111111111
3453,2,3,15,0.166666666666667
7630,2,4,14,0.222222222222222
1462,2,5,13,0.277777777777778
17115,2,6,12,0.333333333333333
18136,2,7,11,0.388888888888889
11488,1,8,10,0.444444444444444
12246,4,9,9,0.5
1708,2,10,8,0.555555555555556
11359,1,11,7,0.611111111111111
1647,2,12,6,0.666666666666667
8108,2,13,5,0.722222222222222
9799,2,14,4,0.777777777777778
2649,4,15,3,0.833333333333333
7550,2,16,2,0.888888888888889
4291,1,17,1,0.944444444444444
1592,2,1,2,0.333333333333333
4272,2,2,1,0.666666666666667
9092,1,1,31,0.03125
17945,2,2,30,0.0625
9709,2,3,29,0.09375
6632,4,4,28,0.125
17882,2,5,27,0.15625
9384,2,6,26,0.1875
7987,2,7,25,0.21875
11378,1,8,24,0.25
4679,1,9,23,0.28125
3982,1,10,22,0.3125
12991,2,11,21,0.34375
12290,2,12,20,0.375
11998,2,13,19,0.40625
4865,2,14,18,0.4375
15048,2,15,17,0.46875
6150,2,16,16,0.5
1594,2,17,15,0.53125
934,2,18,14,0.5625
2674,2,19,13,0.59375
2452,1,20,12,0.625
2530,2,21,11,0.65625
5419,4,22,10,0.6875
11967,2,23,9,0.71875
3697,2,24,8,0.75
5053,4,25,7,0.78125
11810,2,26,6,0.8125
12375,4,27,5,0.84375
17288,2,28,4,0.875
15565,2,29,3,0.90625
12976,1,30,2,0.9375
17817,1,31,1,0.96875
2092,2,1,2,0.333333333333333
2545,2,2,1,0.666666666666667
15414,2,1,97,0.0102040816326531
9613,2,2,96,0.0204081632653061
837,2,3,95,0.0306122448979592
2232,2,4,94,0.0408163265306122
6496,1,5,93,0.0510204081632653
8002,2,6,92,0.0612244897959184
11389,2,7,91,0.0714285714285714
6485,2,8,90,0.0816326530612245
2238,2,9,89,0.0918367346938776
16191,2,10,88,0.102040816326531
11858,2,11,87,0.112244897959184
5685,2,12,86,0.122448979591837
1224,2,13,85,0.13265306122449
9262,2,14,84,0.142857142857143
5814,2,15,83,0.153061224489796
727,2,16,82,0.163265306122449
18441,2,17,81,0.173469387755102
15725,2,18,80,0.183673469387755
14538,2,19,79,0.193877551020408
7709,2,20,78,0.204081632653061
731,1,21,77,0.214285714285714
2627,2,22,76,0.224489795918367
17112,2,23,75,0.23469387755102
10042,2,24,74,0.244897959183673
4384,2,25,73,0.255102040816327
11164,2,26,72,0.26530612244898
808,2,27,71,0.275510204081633
11416,2,28,70,0.285714285714286
10672,2,29,69,0.295918367346939
15576,2,30,68,0.306122448979592
14121,2,31,67,0.316326530612245
17394,2,32,66,0.326530612244898
5838,2,33,65,0.336734693877551
8676,2,34,64,0.346938775510204
14725,1,35,63,0.357142857142857
3661,1,36,62,0.36734693877551
2962,2,37,61,0.377551020408163
3791,2,38,60,0.387755102040816
5735,1,39,59,0.397959183673469
1361,2,40,58,0.408163265306122
107,2,41,57,0.418367346938776
5205,2,42,56,0.428571428571429
13156,2,43,55,0.438775510204082
13187,2,44,54,0.448979591836735
2826,1,45,53,0.459183673469388
8714,2,46,52,0.469387755102041
10613,2,47,51,0.479591836734694
1805,2,48,50,0.489795918367347
4789,2,49,49,0.5
11917,2,50,48,0.510204081632653
12008,2,51,47,0.520408163265306
11881,2,52,46,0.530612244897959
2347,2,53,45,0.540816326530612
18104,2,54,44,0.551020408163265
2387,2,55,43,0.561224489795918
10807,2,56,42,0.571428571428571
6206,2,57,41,0.581632653061224
13895,2,58,40,0.591836734693878
1554,2,59,39,0.602040816326531
9479,2,60,38,0.612244897959184
11697,2,61,37,0.622448979591837
14559,1,62,36,0.63265306122449
6821,1,63,35,0.642857142857143
16023,2,64,34,0.653061224489796
2364,2,65,33,0.663265306122449
13043,2,66,32,0.673469387755102
10178,2,67,31,0.683673469387755
11282,2,68,30,0.693877551020408
5095,1,69,29,0.704081632653061
10964,1,70,28,0.714285714285714
10310,2,71,27,0.724489795918367
14177,2,72,26,0.73469387755102
2473,2,73,25,0.744897959183674
5687,2,74,24,0.755102040816326
13364,2,75,23,0.76530612244898
16961,2,76,22,0.775510204081633
5914,2,77,21,0.785714285714286
1696,2,78,20,0.795918367346939
16553,2,79,19,0.806122448979592
942,2,80,18,0.816326530612245
7936,2,81,17,0.826530612244898
17150,2,82,16,0.836734693877551
9463,2,83,15,0.846938775510204
4478,2,84,14,0.857142857142857
18312,2,85,13,0.86734693877551
14167,2,86,12,0.877551020408163
7495,2,87,11,0.887755102040816
3583,2,88,10,0.897959183673469
13831,2,89,9,0.908163265306122
3072,2,90,8,0.918367346938776
12792,2,91,7,0.928571428571429
17307,2,92,6,0.938775510204082
17252,2,93,5,0.948979591836735
474,2,94,4,0.959183673469388
7948,2,95,3,0.969387755102041
1014,1,96,2,0.979591836734694
10484,2,97,1,0.989795918367347
14794,2,1,6,0.142857142857143
14476,2,2,5,0.285714285714286
5727,2,3,4,0.428571428571429
2065,2,4,3,0.571428571428571
10651,1,5,2,0.714285714285714
4743,2,6,1,0.857142857142857
9786,2,1,44,0.0222222222222222
17078,1,2,43,0.0444444444444444
8458,1,3,42,0.0666666666666667
16256,4,4,41,0.0888888888888889
4788,1,5,40,0.111111111111111
5593,1,6,39,0.133333333333333
7566,1,7,38,0.155555555555556
13886,1,8,37,0.177777777777778
1618,1,9,36,0.2
305,1,10,35,0.222222222222222
13849,1,11,34,0.244444444444444
11644,1,12,33,0.266666666666667
8991,1,13,32,0.288888888888889
3413,1,14,31,0.311111111111111
1176,1,15,30,0.333333333333333
16409,1,16,29,0.355555555555556
8332,4,17,28,0.377777777777778
4974,1,18,27,0.4
15512,4,19,26,0.422222222222222
6736,1,20,25,0.444444444444444
15715,1,21,24,0.466666666666667
10187,1,22,23,0.488888888888889
17676,1,23,22,0.511111111111111
10899,1,24,21,0.533333333333333
2180,1,25,20,0.555555555555556
8164,1,26,19,0.577777777777778
9011,1,27,18,0.6
2362,1,28,17,0.622222222222222
7815,1,29,16,0.644444444444444
13430,1,30,15,0.666666666666667
4755,1,31,14,0.688888888888889
10186,1,32,13,0.711111111111111
5176,1,33,12,0.733333333333333
15611,1,34,11,0.755555555555556
5263,1,35,10,0.777777777777778
18550,1,36,9,0.8
9764,1,37,8,0.822222222222222
4486,1,38,7,0.844444444444444
12589,1,39,6,0.866666666666667
14543,1,40,5,0.888888888888889
12846,1,41,4,0.911111111111111
4666,1,42,3,0.933333333333333
8311,1,43,2,0.955555555555556
5150,1,44,1,0.977777777777778
4972,1,1,19,0.05
11785,2,2,18,0.1
11979,2,3,17,0.15
18125,2,4,16,0.2
15949,1,5,15,0.25
12684,2,6,14,0.3
7651,2,7,13,0.35
2892,2,8,12,0.4
9650,2,9,11,0.45
8334,1,10,10,0.5
3185,2,11,9,0.55
1678,4,12,8,0.6
17117,4,13,7,0.65
1407,4,14,6,0.7
6683,4,15,5,0.75
16356,2,16,4,0.8
18168,2,17,3,0.85
17901,2,18,2,0.9
14804,1,19,1,0.95
3046,2,1,1,0.5
17904,2,1,134,0.00740740740740741
8469,2,2,133,0.0148148148148148
1585,2,3,132,0.0222222222222222
5825,2,4,131,0.0296296296296296
11506,2,5,130,0.037037037037037
15095,1,6,129,0.0444444444444444
4866,2,7,128,0.0518518518518519
10880,2,8,127,0.0592592592592593
6449,2,9,126,0.0666666666666667
1478,2,10,125,0.0740740740740741
8386,2,11,124,0.0814814814814815
1469,2,12,123,0.0888888888888889
4558,2,13,122,0.0962962962962963
2468,2,14,121,0.103703703703704
6214,2,15,120,0.111111111111111
17036,2,16,119,0.118518518518519
2215,2,17,118,0.125925925925926
6875,2,18,117,0.133333333333333
16616,2,19,116,0.140740740740741
251,2,20,115,0.148148148148148
8112,2,21,114,0.155555555555556
16922,2,22,113,0.162962962962963
15696,2,23,112,0.17037037037037
7880,2,24,111,0.177777777777778
15117,2,25,110,0.185185185185185
6815,2,26,109,0.192592592592593
16527,2,27,108,0.2
1374,2,28,107,0.207407407407407
7511,2,29,106,0.214814814814815
11332,2,30,105,0.222222222222222
4962,2,31,104,0.22962962962963
15505,2,32,103,0.237037037037037
13489,2,33,102,0.244444444444444
10128,2,34,101,0.251851851851852
1040,2,35,100,0.259259259259259
3574,2,36,99,0.266666666666667
17437,2,37,98,0.274074074074074
637,4,38,97,0.281481481481481
18280,2,39,96,0.288888888888889
16266,2,40,95,0.296296296296296
18082,2,41,94,0.303703703703704
14977,1,42,93,0.311111111111111
591,2,43,92,0.318518518518519
9578,2,44,91,0.325925925925926
11428,2,45,90,0.333333333333333
341,2,46,89,0.340740740740741
15585,2,47,88,0.348148148148148
519,2,48,87,0.355555555555556
248,2,49,86,0.362962962962963
10736,2,50,85,0.37037037037037
14357,2,51,84,0.377777777777778
11747,2,52,83,0.385185185185185
16124,2,53,82,0.392592592592593
11623,2,54,81,0.4
8498,2,55,80,0.407407407407407
15442,2,56,79,0.414814814814815
6441,2,57,78,0.422222222222222
10215,2,58,77,0.42962962962963
14943,2,59,76,0.437037037037037
14397,2,60,75,0.444444444444444
4012,1,61,74,0.451851851851852
3172,2,62,73,0.459259259259259
1261,2,63,72,0.466666666666667
8960,2,64,71,0.474074074074074
4773,2,65,70,0.481481481481481
4827,2,66,69,0.488888888888889
3598,2,67,68,0.496296296296296
2501,2,68,67,0.503703703703704
9071,2,69,66,0.511111111111111
4826,2,70,65,0.518518518518518
16598,2,71,64,0.525925925925926
17057,2,72,63,0.533333333333333
3013,2,73,62,0.540740740740741
755,2,74,61,0.548148148148148
12405,2,75,60,0.555555555555556
14829,2,76,59,0.562962962962963
4437,2,77,58,0.57037037037037
6657,2,78,57,0.577777777777778
10920,2,79,56,0.585185185185185
12289,2,80,55,0.592592592592593
16609,2,81,54,0.6
16850,2,82,53,0.607407407407407
9640,2,83,52,0.614814814814815
17847,2,84,51,0.622222222222222
17553,2,85,50,0.62962962962963
5360,2,86,49,0.637037037037037
5266,2,87,48,0.644444444444444
600,2,88,47,0.651851851851852
18080,2,89,46,0.659259259259259
5819,2,90,45,0.666666666666667
14058,2,91,44,0.674074074074074
15796,2,92,43,0.681481481481481
2751,2,93,42,0.688888888888889
1162,2,94,41,0.696296296296296
11956,2,95,40,0.703703703703704
3970,2,96,39,0.711111111111111
7906,2,97,38,0.718518518518519
17938,2,98,37,0.725925925925926
5056,2,99,36,0.733333333333333
17823,2,100,35,0.740740740740741
14363,2,101,34,0.748148148148148
4926,1,102,33,0.755555555555556
14814,2,103,32,0.762962962962963
5958,2,104,31,0.77037037037037
10701,2,105,30,0.777777777777778
5097,2,106,29,0.785185185185185
891,2,107,28,0.792592592592593
562,2,108,27,0.8
7646,2,109,26,0.807407407407407
2132,2,110,25,0.814814814814815
1385,2,111,24,0.822222222222222
5012,2,112,23,0.82962962962963
3180,2,113,22,0.837037037037037
472,2,114,21,0.844444444444444
13853,2,115,20,0.851851851851852
12215,2,116,19,0.859259259259259
14389,2,117,18,0.866666666666667
15208,2,118,17,0.874074074074074
16623,2,119,16,0.881481481481482
16770,2,120,15,0.888888888888889
16245,2,121,14,0.896296296296296
9142,2,122,13,0.903703703703704
3923,2,123,12,0.911111111111111
15154,2,124,11,0.918518518518519
14123,2,125,10,0.925925925925926
3314,2,126,9,0.933333333333333
9089,2,127,8,0.940740740740741
14914,2,128,7,0.948148148148148
6882,2,129,6,0.955555555555556
3034,2,130,5,0.962962962962963
22,2,131,4,0.97037037037037
613,2,132,3,0.977777777777778
15404,2,133,2,0.985185185185185
4730,1,134,1,0.992592592592593
7448,2,1,7,0.125
18503,2,2,6,0.25
3913,2,3,5,0.375
9636,2,4,4,0.5
5342,2,5,3,0.625
7856,2,6,2,0.75
9206,2,7,1,0.875
7188,2,1,144,0.00689655172413793
3382,2,2,143,0.0137931034482759
8732,2,3,142,0.0206896551724138
14805,2,4,141,0.0275862068965517
14625,2,5,140,0.0344827586206897
11864,2,6,139,0.0413793103448276
8504,1,7,138,0.0482758620689655
3559,2,8,137,0.0551724137931034
14007,2,9,136,0.0620689655172414
9937,2,10,135,0.0689655172413793
7425,2,11,134,0.0758620689655172
10264,2,12,133,0.0827586206896552
13871,2,13,132,0.0896551724137931
4259,2,14,131,0.096551724137931
16307,4,15,130,0.103448275862069
3588,2,16,129,0.110344827586207
14478,2,17,128,0.117241379310345
7520,2,18,127,0.124137931034483
9358,2,19,126,0.131034482758621
11982,2,20,125,0.137931034482759
16332,2,21,124,0.144827586206897
6444,2,22,123,0.151724137931034
6571,2,23,122,0.158620689655172
15271,2,24,121,0.16551724137931
15597,2,25,120,0.172413793103448
17264,2,26,119,0.179310344827586
13272,2,27,118,0.186206896551724
5854,2,28,117,0.193103448275862
17175,2,29,116,0.2
62,2,30,115,0.206896551724138
