id,count_et,count_st,count_rt,count_lf,count_vol
3426,1,1,1,2,2
3427,1,1,1,2,2
3428,2,1,1,5,1
3429,3,1,1,10,2
3430,1,1,1,1,1
3431,2,1,1,10,4
3432,2,1,2,2,1
3433,1,1,1,2,1
3434,1,1,1,2,2
3435,2,1,1,3,2
3436,1,1,1,1,1
3437,1,1,1,2,2
3438,1,1,1,2,1
3439,1,1,1,3,2
3440,2,1,1,5,1
3441,1,1,1,1,1
3442,2,1,1,2,2
3443,2,1,1,2,1
3444,1,1,1,2,2
3445,2,1,2,4,1
3446,2,1,1,3,3
3447,2,1,1,2,2
3448,1,1,1,1,1
3449,3,1,3,6,4
3450,3,1,1,7,1
3451,1,1,1,2,1
3452,2,1,1,3,3
3453,2,1,1,2,2
3454,1,1,1,2,1
3455,1,1,1,2,2
3456,4,1,4,5,4
3457,2,1,1,2,2
3458,1,1,1,3,3
3459,1,1,1,2,2
3460,2,1,1,2,2
3461,2,1,1,2,2
3462,1,1,1,4,4
3463,2,1,1,2,2
3464,1,1,1,2,1
3465,1,1,1,2,2
3466,1,1,1,3,2
3467,2,1,1,8,6
3468,2,1,1,2,1
3469,2,1,1,4,2
3470,3,1,2,5,4
3471,2,1,1,4,2
3472,1,1,1,2,2
3473,1,1,1,2,2
3474,2,1,2,2,1
3475,1,1,1,2,2
3476,2,1,1,7,4
3477,1,1,1,2,2
3478,3,1,1,5,2
3479,2,1,2,3,2
3480,2,1,1,3,2
3481,1,1,1,1,1
3482,2,1,1,4,3
3483,2,1,1,2,1
3484,1,1,1,3,3
3485,1,1,1,2,2
3486,2,1,1,4,2
3487,1,1,1,1,1
3488,2,1,1,6,4
3489,2,1,1,2,1
3490,1,1,1,2,1
3491,2,1,1,2,2
3492,1,1,1,2,2
3493,1,1,1,3,3
3494,2,1,1,2,1
3495,2,1,2,2,2
3496,2,1,1,7,6
3497,1,1,1,2,1
3498,2,1,1,6,6
3499,1,1,1,1,1
3500,2,1,1,4,2
3501,3,1,2,6,4
3502,1,1,1,3,3
3503,2,1,1,3,1
3504,2,1,1,4,3
3505,3,1,2,5,4
3506,1,1,1,1,1
3507,2,1,1,4,3
3508,2,1,1,2,2
3509,3,1,1,6,2
3510,1,1,1,2,2
3511,1,1,1,1,1
3512,2,1,1,3,1
3513,2,1,1,2,2
3514,1,1,1,1,1
3515,2,1,1,3,1
3516,2,1,1,6,3
3517,2,1,1,6,4
3518,2,1,1,4,1
3519,2,1,1,3,3
3520,2,1,1,4,3
3521,1,1,1,2,1
3522,2,1,2,2,1
3523,2,1,1,2,2
3524,1,1,1,2,1
3525,1,1,1,4,4
3526,1,1,1,1,1
3527,2,1,1,2,1
3528,1,1,1,2,2
3529,2,1,1,4,2
3530,1,1,1,1,1
3531,2,1,2,2,2
3532,1,1,1,2,1
3533,4,1,3,7,2
3534,1,1,1,2,2
3535,1,1,1,3,3
3536,1,1,1,3,3
3537,2,1,2,1,1
3538,3,1,2,5,4
3539,1,1,1,2,1
3540,1,1,1,2,1
3541,2,1,1,4,1
3542,2,1,1,2,2
3543,2,1,1,2,2
3544,1,1,1,2,2
3545,2,1,2,2,2
3546,1,1,1,1,1
3547,1,1,1,4,3
3548,1,1,1,2,1
3549,1,1,1,2,1
3550,2,1,1,4,4
3551,3,1,1,3,1
3552,1,1,1,2,1
3553,1,1,1,3,3
3554,4,1,4,6,3
3555,2,1,1,5,5
3556,1,1,1,1,1
3557,1,1,1,2,2
3558,2,1,1,5,2
3559,2,1,1,6,4
3560,2,1,1,2,2
3561,2,1,1,6,4
3562,1,1,1,2,1
3563,2,1,2,4,2
3564,1,1,1,2,2
3565,2,1,1,2,2
3566,1,1,1,2,2
3567,2,1,1,2,2
3568,2,1,2,2,1
3569,1,1,1,1,1
3570,3,1,1,3,1
3571,2,1,1,4,3
3572,1,1,1,1,1
3573,1,1,1,1,1
3574,2,1,1,10,4
3575,1,1,1,2,2
3576,2,1,1,3,3
3577,2,1,1,10,2
3578,2,1,1,2,2
3579,2,1,1,4,3
3580,1,1,1,1,1
3581,1,1,1,2,1
3582,2,1,1,5,4
3583,2,1,1,2,2
3584,1,1,1,2,2
3585,2,1,2,3,2
3586,3,1,2,4,4
3587,2,1,1,2,2
3588,2,1,1,5,3
3589,2,1,1,2,2
3590,1,1,1,1,1
3591,2,1,1,7,5
3592,2,1,2,1,1
3593,2,1,1,2,2
3594,2,1,2,2,1
3595,2,1,1,2,1
3596,1,1,1,4,3
3597,2,1,1,3,2
3598,2,1,1,10,4
3599,2,1,1,4,4
3600,2,1,1,2,2
3601,1,1,1,2,1
3602,2,1,1,2,2
3603,1,1,1,1,1
3604,2,1,1,2,2
3605,2,1,1,5,1
3606,1,1,1,1,1
3607,1,1,1,1,1
3608,1,1,1,3,3
3609,1,1,1,2,1
3610,1,1,1,1,1
3611,2,1,1,3,3
3612,2,1,1,2,2
3613,2,1,1,3,1
3614,1,1,1,4,3
3615,3,1,3,5,3
3616,1,1,1,1,1
3617,1,1,1,1,1
3618,1,1,1,2,2
3619,1,1,1,1,1
3620,1,1,1,10,3
3621,2,1,1,2,2
3622,2,1,1,2,2
3623,1,1,1,2,2
3624,2,1,1,2,2
3625,1,1,1,2,2
3626,1,1,1,2,2
3627,2,1,1,5,3
3628,2,1,1,8,6
3629,1,1,1,2,1
3630,1,1,1,2,1
3631,2,1,1,4,3
3632,1,1,1,2,2
3633,1,1,1,2,1
3634,1,1,1,1,1
3635,2,1,1,8,4
3636,2,1,1,6,6
3637,2,1,1,2,1
3638,2,1,1,2,2
3639,2,1,1,5,5
3640,2,1,2,2,1
3641,1,1,1,2,2
3642,1,1,1,1,1
3643,2,1,1,2,2
3644,1,1,1,1,1
3645,2,1,1,6,1
3646,2,1,1,4,2
3647,2,1,1,4,3
3648,3,1,1,10,3
3649,1,1,1,1,1
3650,1,1,1,1,1
3651,2,1,1,9,2
3652,2,1,2,2,1
3653,2,1,1,2,2
3654,1,1,1,2,2
3655,1,1,1,1,1
3656,1,1,1,2,1
3657,2,1,1,2,2
3658,1,1,1,1,1
3659,1,1,1,2,1
3660,1,1,1,2,2
3661,2,1,1,3,1
3662,2,1,1,3,1
3663,1,1,1,1,1
3664,1,1,1,2,1
3665,2,1,1,2,2
3666,2,1,1,4,1
3667,1,1,1,2,2
3668,1,1,1,2,2
3669,1,1,1,3,1
3670,1,1,1,2,2
3671,1,1,1,2,1
3672,1,1,1,2,2
3673,1,1,1,1,1
3674,3,1,3,6,4
3675,1,1,1,2,1
3676,1,1,1,2,1
3677,1,1,1,1,1
3678,1,1,1,1,1
3679,2,1,2,3,1
3680,1,1,1,2,2
3681,2,1,1,2,1
3682,2,1,2,5,3
3683,1,1,1,4,3
3684,2,1,1,6,5
3685,2,1,1,2,2
3686,2,1,1,2,1
3687,1,1,1,1,1
3688,1,1,1,2,2
3689,1,1,1,2,1
3690,2,1,1,3,1
3691,2,1,1,4,4
3692,1,1,1,2,2
3693,2,1,2,6,3
3694,1,1,1,1,1
3695,1,1,1,1,1
3696,2,1,1,2,2
3697,2,1,1,4,1
3698,3,1,3,3,2
3699,2,1,1,2,2
3700,6,1,5,9,3
3701,1,1,1,2,1
3702,2,1,1,7,5
3703,1,1,1,1,1
3704,2,1,1,2,1
3705,3,1,2,8,3
3706,2,1,1,2,2
3707,1,1,1,2,2
3708,2,1,1,4,1
3709,1,1,1,1,1
3710,2,1,2,2,1
3711,2,1,1,2,2
3712,1,1,1,2,1
3713,1,1,1,2,1
3714,1,1,1,2,1
3715,1,1,1,4,3
3716,1,1,1,2,1
3717,2,1,1,4,3
3718,1,1,1,2,1
3719,2,1,2,4,1
3720,2,1,1,2,1
3721,2,1,1,3,2
3722,3,1,3,6,2
3723,1,1,1,2,1
3724,1,1,1,1,1
3725,2,1,1,2,1
3726,1,1,1,1,1
3727,2,1,1,5,4
3728,1,1,1,1,1
3729,2,1,1,5,1
3730,2,1,1,2,2
3731,1,1,1,3,3
3732,1,1,1,2,2
3733,2,1,1,2,2
3734,2,1,1,4,4
3735,1,1,1,2,2
3736,2,1,1,2,1
3737,2,1,2,1,1
3738,1,1,1,4,1
3739,1,1,1,4,3
3740,1,1,1,2,2
3741,1,1,1,4,4
3742,6,1,5,9,5
3743,1,1,1,2,1
3744,2,1,1,3,2
3745,4,1,2,12,4
3746,2,1,1,10,6
3747,4,1,1,7,4
3748,2,1,1,2,1
3749,1,1,1,3,3
3750,1,1,1,2,2
3751,1,1,1,2,1
3752,2,1,1,7,7
3753,2,1,1,6,5
3754,1,1,1,1,1
3755,1,1,1,1,1
3756,1,1,1,2,2
3757,1,1,1,2,2
3758,1,1,1,2,1
3759,1,1,1,1,1
3760,3,1,1,5,2
3761,1,1,1,4,2
3762,1,1,1,3,3
3763,2,1,1,6,4
3764,2,1,1,6,5
3765,1,1,1,1,1
3766,2,1,2,1,1
3767,1,1,1,2,2
3768,2,1,1,2,2
3769,1,1,1,4,3
3770,2,1,1,4,3
3771,2,1,1,2,2
3772,2,1,1,2,2
3773,2,1,1,4,3
3774,2,1,1,4,2
3775,1,1,1,3,3
3776,1,1,1,1,1
3777,2,1,1,4,2
3778,2,1,1,4,1
3779,1,1,1,1,1
3780,2,1,1,2,2
3781,2,1,1,2,1
3782,1,1,1,2,2
3783,4,1,4,5,3
3784,1,1,1,2,2
3785,1,1,1,3,3
3786,4,1,2,4,3
3787,2,1,1,4,3
3788,2,1,1,6,1
3789,1,1,1,2,2
3790,1,1,1,2,2
3791,2,1,1,2,2
3792,2,1,1,1,1
3793,1,1,1,1,1
3794,1,1,1,2,1
3795,3,1,3,4,2
3796,1,1,1,1,1
3797,2,1,1,3,2
3798,2,1,1,6,6
3799,1,1,1,1,1
3800,1,1,1,2,1
3801,1,1,1,2,2
3802,2,1,1,6,3
3803,1,1,1,1,1
3804,2,1,1,6,3
3805,2,1,1,2,1
3806,2,1,1,4,1
3807,1,1,1,1,1
3808,1,1,1,2,2
3809,1,1,1,1,1
3810,2,1,1,2,2
3811,1,1,1,2,2
3812,2,1,1,4,4
3813,2,1,1,4,2
3814,1,1,1,2,2
3815,2,1,1,7,6
3816,2,1,1,2,2
3817,2,1,1,2,1
3818,2,1,1,3,3
3819,1,1,1,2,1
3820,1,1,1,2,1
3821,1,1,1,1,1
3822,2,1,1,2,1
3823,2,1,1,3,3
3824,1,1,1,2,2
3825,1,1,1,4,3
3826,2,1,1,2,2
3827,1,1,1,2,1
3828,1,1,1,4,2
3829,2,1,2,3,3
3830,2,1,1,4,2
3831,2,1,1,2,2
3832,2,1,1,6,2
3833,2,1,1,3,3
3834,2,1,1,4,4
3835,2,1,1,2,1
3836,2,1,2,4,3
3837,4,1,1,8,5
3838,2,1,1,2,2
3839,1,1,1,4,2
3840,1,1,1,2,1
3841,2,1,1,6,1
3842,1,1,1,1,1
3843,2,1,1,6,2
3844,1,1,1,2,1
3845,2,1,1,4,1
3846,1,1,1,1,1
3847,1,1,1,2,2
3848,1,1,1,2,1
3849,2,1,1,2,2
3850,1,1,1,3,3
3851,2,1,1,4,3
3852,1,1,1,2,2
3853,2,1,1,2,1
3854,2,1,1,2,2
3855,1,1,1,2,2
3856,1,1,1,3,1
3857,2,1,1,2,2
3858,1,1,1,2,2
3859,3,1,2,8,1
3860,1,1,1,2,1
3861,2,1,2,4,4
3862,2,1,1,4,3
3863,2,1,1,2,2
3864,2,1,1,3,1
3865,1,1,1,2,2
3866,2,1,1,6,5
3867,1,1,1,2,2
3868,1,1,1,2,2
3869,1,1,1,2,2
3870,2,1,1,4,2
3871,2,1,1,6,5
3872,1,1,1,4,3
3873,1,1,1,2,1
3874,2,1,2,5,4
3875,2,1,1,2,2
3876,1,1,1,1,1
3877,1,1,1,2,2
3878,2,1,1,2,2
3879,2,1,1,2,1
3880,1,1,1,2,1
3881,2,1,1,8,4
3882,3,1,2,5,3
3883,2,1,2,2,2
3884,2,1,1,2,2
3885,1,1,1,2,2
3886,1,1,1,2,1
3887,2,1,1,4,2
3888,2,1,2,2,2
3889,2,1,1,2,2
3890,1,1,1,1,1
3891,1,1,1,2,2
3892,2,1,1,6,6
3893,2,1,1,3,1
3894,3,1,2,3,3
3895,1,1,1,2,1
3896,2,1,2,2,1
3897,1,1,1,2,2
3898,2,1,1,2,2
3899,1,1,1,2,1
3900,1,1,1,4,2
3901,2,1,1,4,1
3902,2,1,1,2,2
3903,3,1,1,6,3
3904,1,1,1,2,2
3905,2,1,1,2,2
3906,1,1,1,2,2
3907,1,1,1,1,1
3908,1,1,1,2,1
3909,2,1,1,2,2
3910,2,1,1,2,2
3911,2,1,1,6,4
3912,2,1,1,2,2
3913,2,1,1,5,2
3914,3,1,1,4,2
3915,1,1,1,2,1
3916,1,1,1,6,4
3917,1,1,1,1,1
3918,2,1,1,2,2
3919,1,1,1,2,2
3920,2,1,2,2,1
3921,2,1,1,5,5
3922,2,1,1,2,1
3923,2,1,1,10,4
3924,1,1,1,1,1
3925,1,1,1,1,1
3926,2,1,1,2,1
3927,2,1,1,2,2
3928,1,1,1,2,1
3929,1,1,1,2,2
3930,1,1,1,4,2
3931,1,1,1,2,2
3932,2,1,1,4,1
3933,1,1,1,1,1
3934,2,1,1,2,2
3935,1,1,1,3,2
3936,1,1,1,2,2
3937,2,1,1,3,2
3938,2,1,1,2,2
3939,2,1,1,8,7
3940,3,1,2,3,2
3941,2,1,1,6,2
3942,2,1,1,2,2
3943,1,1,1,2,2
3944,1,1,1,2,2
3945,1,1,1,3,3
3946,1,1,1,2,1
3947,1,1,1,2,2
3948,2,1,1,4,4
3949,1,1,1,1,1
3950,1,1,1,2,1
3951,1,1,1,4,2
3952,2,1,1,4,3
3953,1,1,1,2,2
3954,2,1,1,6,2
3955,1,1,1,2,2
3956,2,1,1,6,1
3957,2,1,1,6,4
3958,2,1,2,2,2
3959,2,1,1,2,1
3960,2,1,1,2,2
3961,2,1,1,4,2
3962,2,1,1,4,3
3963,1,1,1,2,1
3964,1,1,1,2,2
3965,2,1,1,6,3
3966,1,1,1,1,1
3967,2,1,2,3,2
3968,1,1,1,1,1
3969,1,1,1,2,2
3970,2,1,1,6,4
3971,2,1,1,6,4
3972,1,1,1,1,1
3973,2,1,1,3,1
3974,2,1,1,2,2
3975,2,1,1,8,7
3976,2,1,1,5,4
3977,2,1,1,2,2
3978,1,1,1,1,1
3979,2,1,1,2,1
3980,2,1,1,4,3
3981,1,1,1,2,1
3982,2,1,1,2,1
3983,1,1,1,2,1
3984,1,1,1,2,2
3985,2,1,1,4,3
3986,1,1,1,2,2
3987,2,1,1,2,2
3988,1,1,1,1,1
3989,2,1,1,2,2
3990,2,1,1,7,5
3991,2,1,1,2,1
3992,3,1,1,5,2
3993,1,1,1,2,1
3994,2,1,1,4,4
3995,2,1,1,3,3
3996,2,1,1,2,2
3997,2,1,1,6,2
3998,2,1,1,2,2
3999,1,1,1,3,1
4000,2,1,2,2,2
4001,3,1,2,4,3
4002,2,1,1,4,3
4003,2,1,1,3,3
4004,2,1,1,4,3
4005,1,1,1,1,1
4006,2,1,1,4,2
4007,2,1,1,1,1
4008,1,1,1,2,2
4009,1,1,1,2,1
4010,2,1,1,4,3
4011,2,1,2,1,1
4012,3,1,1,12,5
4013,2,1,1,4,2
4014,2,1,2,4,3
4015,2,1,1,4,1
4016,2,1,1,2,2
4017,1,1,1,4,1
4018,2,1,1,2,1
4019,1,1,1,3,3
4020,2,1,1,10,5
4021,2,1,1,3,2
4022,1,1,1,2,2
4023,2,1,1,4,1
4024,1,1,1,1,1
4025,2,1,1,4,3
4026,2,1,1,4,4
4027,1,1,1,2,2
4028,2,1,1,10,6
4029,1,1,1,3,3
4030,2,1,1,4,2
4031,1,1,1,2,2
4032,1,1,1,1,1
4033,2,1,1,8,6
4034,2,1,1,2,2
4035,1,1,1,2,1
4036,3,1,1,6,5
4037,1,1,1,2,1
4038,1,1,1,2,1
4039,1,1,1,2,2
4040,2,1,1,4,1
4041,1,1,1,3,3
4042,3,1,2,12,3
4043,2,1,1,2,2
4044,1,1,1,2,2
4045,2,1,2,3,3
4046,2,1,1,2,2
4047,1,1,1,3,3
4048,1,1,1,1,1
4049,1,1,1,1,1
4050,1,1,1,2,2
4051,1,1,1,1,1
4052,1,1,1,2,1
4053,1,1,1,1,1
4054,1,1,1,1,1
4055,1,1,1,1,1
4056,1,1,1,4,2
4057,2,1,1,3,3
4058,2,1,2,4,3
4059,1,1,1,1,1
4060,1,1,1,1,1
4061,2,1,2,2,2
4062,2,1,1,2,1
4063,2,1,1,2,1
4064,2,1,1,6,2
4065,4,1,2,6,1
4066,1,1,1,2,2
4067,3,1,3,4,1
4068,1,1,1,3,3
4069,1,1,1,1,1
4070,2,1,2,4,1
4071,2,1,1,6,3
4072,2,1,1,6,5
4073,1,1,1,2,2
4074,1,1,1,2,1
4075,2,1,1,6,5
4076,2,1,2,3,1
4077,2,1,1,2,2
4078,2,1,2,1,1
4079,2,1,2,3,2
4080,1,1,1,2,1
4081,2,1,1,6,3
4082,2,1,2,2,1
4083,2,1,1,6,3
4084,1,1,1,2,2
4085,2,1,1,2,2
4086,1,1,1,4,2
4087,3,1,2,3,1
4088,2,1,1,4,2
4089,2,1,1,4,3
4090,2,1,1,4,2
4091,2,1,2,3,2
4092,2,1,1,3,3
4093,2,1,1,4,2
4094,1,1,1,4,4
4095,2,1,1,2,2
4096,2,1,1,2,1
4097,1,1,1,1,1
4098,2,1,2,2,2
4099,1,1,1,1,1
4100,2,1,1,4,4
4101,2,1,1,4,2
4102,2,1,1,6,5
4103,2,1,1,6,1
4104,1,1,1,2,2
4105,2,1,1,2,2
4106,1,1,1,2,2
4107,2,1,2,4,2
4108,3,1,1,4,4
4109,2,1,1,2,1
4110,1,1,1,1,1
4111,2,1,1,3,3
4112,2,1,1,2,2
4113,1,1,1,2,2
4114,1,1,1,1,1
4115,2,1,1,2,2
4116,2,1,1,2,2
4117,2,1,2,3,2
4118,1,1,1,2,2
4119,1,1,1,1,1
4120,3,1,3,2,2
4121,1,1,1,4,4
4122,2,1,1,5,3
4123,3,1,2,5,3
4124,3,1,2,4,4
4125,2,1,1,6,6
4126,1,1,1,3,3
4127,2,1,1,5,1
4128,3,1,1,6,3
4129,2,1,1,4,2
4130,2,1,2,3,2
4131,2,1,1,6,5
4132,2,1,1,2,1
4133,1,1,1,2,1
4134,2,1,1,3,3
4135,1,1,1,2,2
4136,1,1,1,2,2
4137,1,1,1,2,1
4138,1,1,1,1,1
4139,2,1,1,10,5
4140,2,1,1,2,2
4141,1,1,1,2,2
4142,2,1,2,1,1
4143,2,1,2,5,1
4144,1,1,1,1,1
4145,3,1,1,10,7
4146,2,1,2,2,1
4147,1,1,1,2,2
4148,1,1,1,6,4
4149,2,1,1,4,3
4150,1,1,1,2,1
4151,1,1,1,1,1
4152,1,1,1,2,1
4153,1,1,1,4,2
4154,2,1,1,2,2
4155,2,1,1,4,3
4156,1,1,1,1,1
4157,1,1,1,1,1
4158,2,1,1,2,2
4159,2,1,1,6,6
4160,1,1,1,2,1
4161,1,1,1,2,1
4162,1,1,1,2,2
4163,1,1,1,2,2
4164,2,1,2,4,3
4165,2,1,2,2,1
4166,2,1,1,4,3
4167,1,1,1,1,1
4168,1,1,1,1,1
4169,1,1,1,4,2
4170,1,1,1,1,1
4171,2,1,1,2,2
4172,2,1,1,4,2
4173,2,1,1,3,3
4174,1,1,1,2,2
4175,1,1,1,2,2
4176,3,1,1,7,1
4177,2,1,1,4,4
4178,2,1,1,3,3
4179,1,1,1,2,1
4180,2,1,1,4,2
4181,1,1,1,4,3
4182,1,1,1,1,1
4183,2,1,1,2,2
4184,2,1,1,3,2
4185,2,1,1,2,2
4186,1,1,1,2,2
4187,2,1,1,2,1
4188,3,1,1,6,4
4189,1,1,1,4,2
4190,2,1,1,4,3
4191,1,1,1,2,1
4192,1,1,1,2,1
4193,2,1,1,6,6
4194,2,1,1,6,2
4195,3,1,1,5,2
4196,1,1,1,1,1
4197,1,1,1,2,2
4198,2,1,1,5,3
4199,3,1,2,9,1
4200,2,1,1,3,3
4201,2,1,1,5,2
4202,4,1,1,5,3
4203,1,1,1,2,2
4204,1,1,1,2,1
4205,1,1,1,1,1
4206,2,1,1,4,2
4207,2,1,2,4,3
4208,2,1,1,2,2
4209,1,1,1,2,2
4210,1,1,1,4,1
4211,1,1,1,1,1
4212,1,1,1,2,2
4213,2,1,1,6,3
4214,2,1,1,2,2
4215,1,1,1,2,1
4216,1,1,1,5,4
4217,2,1,1,7,2
4218,2,1,2,3,1
4219,1,1,1,2,2
4220,1,1,1,1,1
4221,2,1,1,7,4
4222,3,1,2,10,7
4223,2,1,1,2,2
4224,1,1,1,2,2
4225,1,1,1,1,1
4226,1,1,1,2,2
4227,1,1,1,1,1
4228,1,1,1,2,2
4229,1,1,1,2,2
4230,1,1,1,3,1
4231,1,1,1,2,2
4232,1,1,1,4,4
4233,1,1,1,2,2
4234,2,1,1,4,2
4235,1,1,1,2,1
4236,1,1,1,2,2
4237,2,1,1,6,4
4238,1,1,1,2,1
4239,1,1,1,4,4
4240,2,1,1,5,2
4241,2,1,1,3,3
4242,2,1,1,2,1
4243,2,1,1,15,11
4244,2,1,1,3,2
4245,1,1,1,1,1
4246,1,1,1,2,1
4247,2,1,1,2,1
4248,1,1,1,2,1
4249,2,1,2,4,3
4250,2,1,1,4,4
4251,2,1,1,2,2
4252,3,1,1,5,3
4253,1,1,1,1,1
4254,2,1,1,4,2
4255,1,1,1,2,2
4256,2,1,1,2,2
4257,2,1,1,2,1
4258,1,1,1,2,2
4259,2,1,1,4,4
4260,1,1,1,2,2
4261,2,1,2,2,1
4262,1,1,1,1,1
4263,1,1,1,2,1
4264,2,1,1,4,1
4265,2,1,1,9,7
4266,6,1,5,10,5
4267,2,1,1,2,2
4268,1,1,1,2,1
4269,2,1,1,2,1
4270,2,1,1,8,2
4271,3,1,2,6,5
4272,2,1,1,2,1
4273,1,1,1,2,2
4274,1,1,1,2,2
4275,2,1,1,2,2
4276,2,1,2,2,1
4277,3,1,1,6,6
4278,2,1,1,2,2
4279,2,1,1,2,2
4280,2,1,1,2,1
4281,2,1,1,2,1
4282,2,1,1,3,3
4283,2,1,1,2,1
4284,2,1,1,4,4
4285,2,1,1,4,3
4286,2,1,1,4,4
4287,2,1,1,4,2
4288,1,1,1,2,1
4289,2,1,1,6,1
4290,1,1,1,2,1
4291,1,1,1,2,1
4292,1,1,1,1,1
4293,2,1,1,4,4
4294,1,1,1,2,2
4295,1,1,1,3,1
4296,2,1,1,7,4
4297,2,1,1,3,1
4298,2,1,1,2,2
4299,1,1,1,1,1
4300,1,1,1,2,1
4301,2,1,1,2,2
4302,1,1,1,1,1
4303,2,1,1,4,4
4304,3,1,1,4,2
4305,2,1,1,6,5
4306,2,1,1,4,1
4307,2,1,2,3,2
4308,1,1,1,1,1
4309,1,1,1,1,1
4310,3,1,2,8,3
4311,2,1,1,6,5
4312,1,1,1,2,1
4313,1,1,1,2,2
4314,1,1,1,2,1
4315,1,1,1,1,1
4316,1,1,1,1,1
4317,1,1,1,1,1
4318,2,1,2,2,1
4319,1,1,1,4,4
4320,2,1,2,2,1
4321,2,1,1,2,2
4322,1,1,1,1,1
4323,2,1,2,4,3
4324,2,1,1,4,3
4325,2,1,2,3,1
4326,1,1,1,4,4
4327,2,1,1,2,2
4328,2,1,1,4,3
4329,1,1,1,2,1
4330,1,1,1,2,2
4331,1,1,1,2,2
4332,2,1,1,4,4
4333,2,1,1,4,1
4334,2,1,1,6,6
4335,1,1,1,1,1
4336,2,1,1,7,3
4337,1,1,1,2,2
4338,2,1,1,4,4
4339,3,1,3,2,2
4340,2,1,1,2,2
4341,2,1,2,6,2
4342,3,1,1,5,3
4343,2,1,2,4,3
4344,1,1,1,4,4
4345,2,1,1,2,2
4346,1,1,1,2,2
4347,2,1,2,2,1
4348,2,1,1,4,3
4349,3,1,1,6,5
4350,1,1,1,2,2
4351,2,1,1,4,3
4352,2,1,1,3,1
4353,2,1,1,6,3
4354,2,1,1,5,4
4355,1,1,1,2,1
4356,1,1,1,2,2
4357,1,1,1,2,2
4358,1,1,1,2,2
4359,2,1,1,3,1
4360,1,1,1,4,3
4361,1,1,1,1,1
4362,3,1,1,4,1
4363,2,1,1,2,2
4364,1,1,1,2,2
4365,2,1,2,2,1
4366,2,1,1,4,3
4367,2,1,1,4,1
4368,2,1,1,4,3
4369,2,1,1,6,6
4370,1,1,1,2,1
4371,2,1,1,3,1
4372,1,1,1,2,1
4373,1,1,1,1,1
4374,2,1,1,2,2
4375,1,1,1,2,1
4376,2,1,1,4,1
4377,1,1,1,1,1
4378,2,1,1,2,1
4379,2,1,2,2,1
4380,2,1,1,5,3
4381,2,1,1,4,4
4382,2,1,1,16,13
4383,1,1,1,1,1
4384,2,1,1,2,1
4385,1,1,1,1,1
4386,2,1,2,4,4
4387,2,1,1,4,3
4388,2,1,2,4,2
4389,1,1,1,2,1
4390,2,1,1,3,1
4391,2,1,1,4,4
4392,2,1,1,4,3
4393,2,1,1,2,2
4394,1,1,1,2,2
4395,1,1,1,2,2
4396,2,1,1,2,2
4397,2,1,1,2,1
4398,2,1,1,6,6
4399,2,1,1,8,5
4400,1,1,1,2,2
4401,4,1,3,6,1
4402,2,1,1,3,2
4403,1,1,1,2,2
4404,2,1,1,2,1
4405,2,1,1,6,2
4406,1,1,1,2,1
4407,1,1,1,2,1
4408,2,1,1,2,2
4409,1,1,1,1,1
4410,2,1,1,2,1
4411,3,1,2,4,2
4412,3,1,1,7,2
4413,1,1,1,2,2
4414,1,1,1,2,1
4415,2,1,1,2,1
4416,2,1,1,2,1
4417,1,1,1,2,1
4418,1,1,1,2,1
4419,1,1,1,2,1
4420,2,1,1,3,2
4421,2,1,2,2,1
4422,1,1,1,2,2
4423,1,1,1,2,2
4424,2,1,2,2,1
4425,3,1,2,10,6
4426,2,1,2,2,1
4427,2,1,1,8,5
4428,2,1,1,6,5
4429,1,1,1,1,1
4430,3,1,2,6,5
4431,2,1,1,2,2
4432,1,1,1,3,3
4433,1,1,1,1,1
4434,3,1,1,8,3
4435,1,1,1,2,1
4436,2,1,1,4,4
4437,2,1,1,8,4
4438,4,1,2,9,2
4439,2,1,1,4,3
4440,2,1,1,8,5
4441,3,1,2,3,1
4442,1,1,1,1,1
4443,2,1,1,2,2
4444,2,1,1,3,2
4445,3,1,2,7,5
4446,2,1,1,2,1
4447,2,1,1,12,3
4448,1,1,1,2,1
4449,1,1,1,3,3
4450,1,1,1,1,1
4451,1,1,1,4,3
4452,1,1,1,2,1
4453,1,1,1,4,3
4454,2,1,1,4,3
4455,2,1,1,4,2
4456,2,1,1,2,2
4457,1,1,1,3,3
4458,3,1,1,6,5
4459,3,1,3,4,2
4460,1,1,1,2,1
4461,1,1,1,2,2
4462,1,1,1,1,1
4463,2,1,1,2,2
4464,1,1,1,2,2
4465,2,1,1,4,3
4466,2,1,1,4,3
4467,3,1,1,5,3
4468,2,1,1,9,7
4469,1,1,1,2,2
4470,2,1,1,4,3
4471,1,1,1,2,2
4472,1,1,1,2,2
4473,3,1,3,3,3
4474,2,1,1,4,1
4475,2,1,1,4,1
4476,2,1,2,1,1
4477,2,1,1,4,3
4478,2,1,1,2,2
4479,2,1,2,4,2
4480,3,1,2,3,2
4481,2,1,1,2,1
4482,2,1,1,5,3
4483,2,1,1,4,3
4484,2,1,1,8,6
4485,1,1,1,1,1
4486,1,1,1,1,1
4487,1,1,1,2,2
4488,1,1,1,1,1
4489,1,1,1,2,2
4490,1,1,1,2,2
4491,1,1,1,1,1
4492,2,1,1,6,6
4493,2,1,1,4,4
4494,2,1,1,7,7
4495,1,1,1,2,1
4496,1,1,1,2,1
4497,1,1,1,2,1
4498,2,1,1,2,1
4499,1,1,1,1,1
4500,2,1,1,2,2
