id,sd_et,sd_st,sd_rt,sd_lf,sd_vol
2816,0.5,0,0,37.9502598439355,23.7954243967663
2817,0,0,0,60.5,0
2818,0,0,0,42.5,0
2819,2,0,0,47.8252025609929,94.102005823468
2820,2.16024689946929,0,3.5,0,0
2821,0.5,0,0,40.0031248779392,2.06155281280883
2822,0,0,0,42.5,0
2823,0.5,0,0,40,0
2824,0,0,0,61,4.5
2825,19.5,0,3,59.801523577767,2.05480466765633
2826,7.5,0,0,83.5,0
2827,6.84754619472471,0,0,59.0608796074017,0
2828,0.5,0,0,94.8965752806707,0
2829,2,0,0,60.5,0
2830,0,0,0,42.5,0
2831,0.5,0,0,40,0.5
2832,0,0,0,60.5,0
2833,0.5,0,0,39.1548469645372,0.925820099772551
2834,0,0,0,64.053796834293,0.471404520791032
2835,0.5,0,0,40.1084467413038,2.10653744329409
2836,0,0,0,0,0
2837,0.5,0,0,40.0780488547035,0
2838,11.0855260988773,0,3,93.8330432203922,0.4
2839,2,0,0,60.5,0
2840,0,0,0,0,0
2841,0,0,0,61,1.5
2842,0,0,0,0,0
2843,0,0,0,0,0
2844,0,0,0,56.3461523876199,0.471404520791032
2845,0,0,0,60.5,0.5
2846,0.5,0,0,40,0.5
2847,0,0,0,58,0
2848,0.5,0,0,40,1
2849,0,0,0,0,0
2850,2,0,0,60.9769423634869,22.1979728804231
2851,0,0,0,0,0
2852,21.5,0,3,0,0
2853,2,0,0,60.9523379371128,8.20060973342836
2854,0,0,0,42.5,0
2855,0,0,0,60.5,7.5
2856,0,0,0,42.5,0
2857,0,0,0,0,0
2858,6.84754619472471,0,0,63.1124987621311,0
2859,7.5,0,0,68.1811313096715,0
2860,0,0,0,60.5,2.5
2861,2,0,0,55.1019257578374,11.7284080571728
2862,2,0,0,61.1705811644781,4.07921561087423
2863,0,0,0,60.8661441196992,1.22474487139159
2864,0,0,0,0,0
2865,0,0,0,61,0.5
2866,2,0,0,60.5082638984131,10.1734949746879
2867,0,0,0,0,0
2868,0.5,0,0,40.0780488547035,0
2869,0,0,0,61,0.5
2870,0.5,0,0,40.0194397206602,0.74535599249993
2871,0.5,0,0,40.0281151192509,11.0227038425243
2872,7.5,0,0,68.1811313096715,0.471404520791032
2873,0.5,0,0,40,1
2874,0,0,0,60.5,1
2875,0.5,0,0,40,0.5
2876,0,0,0,42.5,0
2877,7.5,0,0,68.1811313096715,0.471404520791032
2878,0.5,0,0,40,0.5
2879,6.84754619472471,0,0,56.5430023178033,4.32335032407638
2880,13.0213499897497,0,2.49443825784929,61.1079986581135,0.433012701892219
2881,0.5,0,0,40,3.5
2882,0,0,0,0,0
2883,0.5,0,0,40.0780488547035,10.6389614154766
2884,1.5,0,0,79.562868223814,0
2885,0,0,0,51.6999892542435,0.471404520791032
2886,0.5,0,0,40,1.5
2887,0.5,0,0,40.0780488547035,0.5
2888,0.5,0,0,40.0527430049706,19.4907385413916
2889,0.5,0,0,40.0215991067539,18.2803949494034
2890,0.5,0,0,40,0
2891,0,0,0,0,0
2892,0.5,0,0,40,0
2893,11.0855260988773,0,3,86.3095993431525,6.6975475255606
2894,0,0,0,0,0
2895,0,0,0,51,0.5
2896,0,0,0,0,0
2897,0,0,0,61,1.5
2898,1,0,0,42.687820276983,4.03112887414927
2899,0.5,0,0,40.0194397206602,35.5312851192048
2900,0,0,0,0,0
2901,6.84754619472471,0,0,56.4899050716143,0
2902,0,0,0,58,0
2903,0,0,0,60.5,6
2904,0.5,0,0,40.0124980474851,1
2905,0,0,0,0,0
2906,0,0,0,11.8133634311129,0.471404520791032
2907,2.94392028877595,0,1.63299316185545,109.488629546634,0.489897948556636
2908,0.5,0,0,40,1
2909,0,0,0,60.5,1.5
2910,0,0,0,56.3975841681184,62.7435255624036
2911,12,0,3,25,0.5
2912,19.3964487013015,0,3,60.5082638984131,8.04285397107271
2913,0.5,0,0,40,0
2914,0,0,0,0,0
2915,0,0,0,2.69258240356725,0
2916,0,0,0,61,3
2917,4.94694069321861,0,3.09120616516523,59.9962961819774,1.46249406456535
2918,11.0855260988773,0,3,62.082382543055,0
2919,0,0,0,61,0
2920,2,0,0,60.9769423634869,2.06155281280883
2921,2,0,0,61,0.5
2922,0,0,0,60.5,9.5
2923,0,0,0,0,0
2924,0,0,0,6,0
2925,0,0,0,58,0
2926,2,0,0,60.5082638984131,58.9210276556681
2927,0.5,0,0,0.5,0
2928,0,0,0,60.5,4.5
2929,2,0,0,0,0
2930,1,0,1,138.5,5
2931,0,0,0,60.5,1.5
2932,0,0,0,1,0
2933,0.5,0,0,40,0
2934,0.5,0,0,40,0.5
2935,0,0,0,92.1696804811647,0
2936,2,0,0,60.5082638984131,12.1732288239399
2937,2,0,0,59.801523577767,10.4243305140746
2938,0,0,0,58,7
2939,2,0,0,60.5082638984131,11.2361025271221
2940,0,0,0,58,0
2941,1,0,0,42.687820276983,2.27760839478607
2942,0.5,0,0,40,0
2943,0,0,0,51,0.5
2944,2,0,0,61,0.5
2945,0,0,0,25,40
2946,0,0,0,61,0
2947,0.5,0,0,40.0194397206602,17.7239636901256
2948,0,0,0,0,0
2949,19.5,0,0,60.5,2.5
2950,0,0,0,61,0
2951,0.5,0,0,40,0
2952,0.5,0,0,40,0
2953,0,0,0,58,1
2954,4.18330013267038,0,1.4790199457749,103.79889209428,41.9980951949014
2955,0,0,0,0,0
2956,3.5,0,1,98.6803200012827,3.90156663690654
2957,0,0,0,58,0
2958,0.5,0,0,40.0194397206602,0.372677996249965
2959,19.3964487013015,0,0,55.1019257578374,7.78888096369861
2960,0,0,0,0,0
2961,0.5,0,0,40.0031248779392,1.92028643696715
2962,0.5,0,0,40,1.5
2963,0,0,0,60.5,7.5
2964,0,0,0,60.5,6.5
2965,0,0,0,0,0
2966,2,0,0,56.5744347445617,7.58653778449403
2967,2,0,0,60.9769423634869,11.5406888875838
2968,0.5,0,0,40,0
2969,0.5,0,0,40,0.5
2970,0,0,0,58,0
2971,0.5,0,0,40,5
2972,0.5,0,0,40,0
2973,1.24721912892465,0,1.63299316185545,32,1
2974,7.5,0,0,69.2895374497478,0
2975,19.5,0,3,0,0
2976,0.5,0,0,40.0780488547035,1
2977,4.75815090134813,0,1.4790199457749,89.7162192694275,12.9750545592813
2978,0.5,0,0,40.0031248779392,3.3166247903554
2979,0.5,0,0,40,44.5
2980,0,0,0,0,0
2981,0,0,0,42.5,0
2982,1,0,0,42.687820276983,7.75806032459145
2983,4.5,0,3,48.3804368176504,2.05480466765633
2984,2,0,0,60.5082638984131,4.32290411644765
2985,1,0,1,88.2648712682458,0.82915619758885
2986,0,0,0,42.5,0
2987,0.5,0,0,40.1084467413038,14.9117193844305
2988,0,0,0,42.5,0
2989,0,0,0,0,0
2990,11.0855260988773,0,3,89.9436455509782,1.08972473588517
2991,0,0,0,60.5082638984131,4.12310562561766
2992,0.5,0,0,38.0164438105407,0.433012701892219
2993,0.5,0,0,40,0.5
2994,0.5,0,0,40,0
2995,0.5,0,0,40.0124980474851,2.59807621135332
2996,19.5,0,3,0,0
2997,2,0,0,0,0
2998,0,0,0,60.5,1.5
2999,0,0,0,60.5,10.5
3000,0,0,0,60.5,1.5
3001,0,0,0,58,0
3002,0,0,0,0,0
3003,0,0,0,0,0
3004,0,0,0,58,1
3005,0,0,0,58,2
3006,0.5,0,0,40.1084467413038,1.65359456941537
3007,0.5,0,0,40,1
3008,0,0,0,60.5,1
3009,0,0,0,61,0.5
3010,2,0,0,61.8854228033998,14.2711830857384
3011,1,0,1,102.5,0
3012,0.5,0,0,40.0860186210715,0
3013,0.5,0,0,40.0194397206602,1.70782512765993
3014,0,0,0,0,0
3015,0.5,0,0,40.0194397206602,0
3016,0,0,0,61.20202202542,0.5
3017,0,0,0,0,0
3018,0,0,0,61,4.5
3019,4,0,0,63.8215284994021,0.866025403784439
3020,0.5,0,0,87.625624106194,1
3021,0,0,0,61,1
3022,0.5,0,0,40.2561865262126,49.8087692561228
3023,0,0,0,58,1
3024,0,0,0,58,0
3025,2,0,0,61,2
3026,0.5,0,0,40.0124980474851,2.77263412660235
3027,0.5,0,0,38.19249489974,0.471404520791032
3028,0.5,0,0,40,3.5
3029,0,0,0,2.5,0
3030,6.5,0,0,36.2601709869107,0
3031,11.7756811551038,0,1.5,163.5,0.5
3032,19.3964487013015,0,0,60.9769423634869,6.36396103067893
3033,0.5,0,0,40,0.5
3034,0.5,0,0,39.2579609760874,2
3035,1,0,1,102.5,0
3036,0.5,0,0,40.0527430049706,6.34209919681348
3037,2,0,0,61,0
3038,0.5,0,0,40,0
3039,6.84754619472471,0,0,59.0608796074017,0
3040,0,0,0,61.5847992608566,0.5
3041,1.5,0,2,0,0
3042,0,0,0,0,0
3043,0,0,0,61,0.5
3044,2,0,0,59.801523577767,15.556349186104
3045,0,0,0,0,0
3046,0.5,0,0,40,0
3047,0.5,0,0,39.3375139021266,11.2960169971544
3048,0,0,0,58.1055074842308,1
3049,0,0,0,58,0
3050,0,0,0,61,0
3051,6.84754619472471,0,0,53.1024464830502,2.70436858942261
3052,0,0,0,60.5,6
3053,6.5,0,3,100.021108883186,8.64098759787715
3054,4.53431361950185,0,2.1540659228538,87.9840894707674,0
3055,0,0,0,0,0
3056,2,0,0,61.0265515984641,6.54217089351845
3057,0.5,0,0,40,4
3058,0.5,0,0,36.5908306668336,0
3059,7.5,0,0,68.1811313096715,0.471404520791032
3060,0.5,0,0,40.0780488547035,0
3061,2,0,0,60.5,0.5
3062,0.5,0,0,40.0031248779392,49.7920676413422
3063,2,0,0,60.5082638984131,65.8559033041078
3064,6.84754619472471,0,0,52.3176728160656,0
3065,0.5,0,0,40,3.5
3066,0.5,0,0,40,0
3067,0,0,0,60.5,3
3068,0,0,0,42.5,0
3069,0.5,0,0,36.5908306668336,20.5101600838869
3070,0.5,0,0,40.0780488547035,0
3071,0.5,0,0,40,0.5
3072,0.5,0,0,40,0.5
3073,0,0,0,42.5,0
3074,0.5,0,0,40,0
3075,0.5,0,0,40,0
3076,0.5,0,0,40,3
3077,5.43650214343336,0,0.5,108.659508966721,7.93025150224688
3078,0,0,0,60.5,3
3079,0,0,0,42.5,0
3080,0,0,0,2.5,0
3081,10.5,0,0,92.2749514584899,0.942809041582063
3082,0,0,0,60.5,17.5
3083,1,0,1,83.7867663907745,4.49691252107735
3084,0.5,0,0,40,1
3085,1,0,1,145.5,0
3086,0.5,0,0,40.0780488547035,0
3087,0,0,0,0,0
3088,0,0,0,0,0
3089,0.5,0,0,40,1.5
3090,2,0,0,60.9769423634869,11.2249721603218
3091,0.5,0,0,40,3.5
3092,7.5,0,0,41,0
3093,0.5,0,0,37.9502598439355,0.942809041582063
3094,0.816496580927726,0,0,42.6487592629219,5.43650214343336
3095,1.5,0,2,58,0
3096,0.5,0,0,40,0
3097,2,0,0,0,0
3098,0,0,0,61,10.5
3099,0.5,0,0,38.5054108751831,1.33333333333333
3100,0,0,0,60.5,5.5
3101,0.5,0,0,40,3
3102,2,0,0,60.5,13.5
3103,0.5,0,0,40.0031248779392,0
3104,2,0,0,60.5,2.5
3105,0.5,0,0,40,0.5
3106,0,0,0,0,0
3107,0.5,0,0,40,0
3108,0.816496580927726,0,0,42.6487592629219,2.94392028877595
3109,0,0,0,0,0
3110,1.5,0,2,0,0
3111,0,0,0,58,0
3112,0,0,0,58,2
3113,0,0,0,61,0
3114,0.5,0,0,40,1
3115,0,0,0,0,0
3116,0,0,0,0,0
3117,0.5,0,0,40.0031248779392,1
3118,6.34209919681348,0,0.5,84.194219912454,2.82842712474619
3119,0.5,0,0,38.19249489974,3.29983164553722
3120,2,0,0,60.5,0.5
3121,0,0,0,0,0
3122,2,0,0,0,0
3123,0,0,0,0,0
3124,0,0,0,60.5,4
3125,0.5,0,0,39.4760607837206,8.6277169633687
3126,0.5,0,0,40,7
3127,0.5,0,0,40.0281151192509,5.76085931090146
3128,0.5,0,0,40,0.5
3129,0,0,0,58,0
3130,0,0,0,58,0.5
3131,0.5,0,0,40.0832467081531,25.6818137123443
3132,0.816496580927726,0,0,42.6487592629219,1.67497927018681
3133,0,0,0,0,0
3134,2,0,0,60.5,1
3135,0,0,0,51.1490197581754,0.816496580927726
3136,2,0,0,60.9769423634869,8.07387763097757
3137,2,0,0,60.5082638984131,5.95818764390649
3138,0.5,0,0,40,42.5
3139,2,0,0,60.5,11
3140,2,0,0,60.9769423634869,3.77491721763537
3141,0,0,0,0,0
3142,1,0,1,113.825402359149,0.942809041582063
3143,0,0,0,0,0
3144,0,0,0,58,0
3145,0,0,0,51.5126737372033,0.471404520791032
3146,2,0,0,60.5082638984131,5.78791845139511
3147,0.5,0,0,39.8904750535764,19.7727084639409
3148,0,0,0,58,0
3149,11.0855260988773,0,3,52.5486441309383,0
3150,0.5,0,0,40,0.5
3151,0,0,0,55.5604175650256,9.21737489744233
3152,2,0,0,60.9662930551702,20.6155281280883
3153,0,0,0,60.5,5.5
3154,0,0,0,60.5,1
3155,0.5,0,0,40.0194397206602,2.29128784747792
3156,0,0,0,58,0
3157,0.5,0,0,36.5908306668336,0.816496580927726
3158,0,0,0,60.5,6.5
3159,0,0,0,0,0
3160,0.5,0,0,40,1
3161,0,0,0,61,0.5
3162,0,0,0,60.5,1.5
3163,1.5,0,2,7,1
3164,0,0,0,47.5464684983719,5.90668171555645
3165,1,0,1,102.5,0
3166,0,0,0,0,0
3167,1,0,1,103.878234005012,0
3168,0.5,0,0,40,0
3169,0.5,0,0,39.846706262877,0.489897948556636
3170,0.5,0,0,40,3
3171,2,0,0,61,0.5
3172,0.5,0,0,40.1084467413038,2.47171499166065
3173,2,0,0,60.9769423634869,7.15454401062709
3174,0.5,0,0,40,0
3175,0.5,0,0,38.9444048184931,0.816496580927726
3176,0,0,0,0,0
3177,0,0,0,60.9769423634869,4.24264068711928
3178,0,0,0,61,0
3179,0.5,0,0,35.2349258548957,13.5462171841441
3180,0.5,0,0,40.0083324654586,0
3181,0,0,0,60.5,2
3182,0.5,0,0,40,0.5
3183,4.18330013267038,0,1.4790199457749,104.954995214178,6.60550172668394
3184,0.5,0,0,40,0
3185,0.5,0,0,40.0124980474851,0
3186,21.5,0,3,0,0
3187,1.24721912892465,0,1.63299316185545,102.5,0.5
3188,0,0,0,58.309518948453,0
3189,0,0,0,60.5082638984131,6.29980158417708
3190,0,0,0,0,0
3191,2,0,0,60.5,1.5
3192,2,0,0,60.5082638984131,4.08503365959205
3193,2.94392028877595,0,1.63299316185545,99.5730887338542,1.2
3194,2,0,0,60.9769423634869,43.5739314269438
3195,5.09901951359278,0,1.69967317119759,94.3567035244449,1.4790199457749
3196,0,0,0,60.5,6
3197,7.5,0,0,86.8254954875967,0
3198,21.5,0,3,58,1
3199,0,0,0,51.8909112144571,0.471404520791032
3200,0,0,0,2.41660919471891,0.748331477354788
3201,0,0,0,2.5,0
3202,0,0,0,49.801480901676,1.22474487139159
3203,0.5,0,0,36.5908306668336,3.29983164553722
3204,0.5,0,0,40.0194397206602,14.8070928949608
3205,0.5,0,0,40.0156219494337,21.5315901642215
3206,0,0,0,60.5,0
3207,0.5,0,0,40,0.5
3208,0,0,0,51,0
3209,0,0,0,0,0
3210,1,0,0,42.687820276983,0
3211,0,0,0,0,0
3212,0,0,0,0,0
3213,0,0,0,51.6999892542435,0.471404520791032
3214,2,0,0,1,1
3215,0,0,0,61,0
3216,0,0,0,61,6
3217,0,0,0,42.5,0
3218,0,0,0,58,1
3219,2,0,0,61,0.5
3220,19.3964487013015,0,3,61,1.5
3221,0,0,0,0,0
3222,4.5,0,3,34.7658836600865,0
3223,0,0,0,0,0
3224,5,0,3.5,0.5,0.5
3225,0,0,0,61.2492630341151,3.29983164553722
3226,0.5,0,0,40,0
3227,0.5,0,0,40,1
3228,0,0,0,0,0
3229,1,0,1,103.878234005012,0.5
3230,1.5,0,3,60.5,0
3231,0,0,0,0,0
3232,2,0,0,60.9769423634869,4.52769256906871
3233,0,0,0,58,1
3234,0,0,0,58,0.5
3235,0,0,0,0,0
3236,0,0,0,61,0
3237,0.5,0,0,40,0.5
3238,3.11247489949718,0,0,42.6138181814303,1.69096865730859
3239,2,0,0,60.9769423634869,10.8943792847505
3240,0,0,0,2.5,0
3241,0,0,0,0,0
3242,1.5,0,2,0,0
3243,0,0,0,58,0.5
3244,0,0,0,0,0
3245,0,0,0,60.9769423634869,18.7799760383234
3246,0.5,0,0,39.1336172618888,0
3247,1,0,1,145.5,0
3248,7.5,0,0,83.5,0
3249,6.5,0,3,96.9158784720027,1.5
3250,0,0,0,61,2
3251,0.5,0,0,40.0780488547035,0
3252,2,0,0,60.5082638984131,3.20156211871642
3253,0,0,0,0,0
3254,0,0,0,0,0
3255,0.5,0,0,37.9502598439355,0.942809041582063
3256,0,0,0,60.5,0.5
3257,0.5,0,0,40,0
3258,0,0,0,58,0
3259,0,0,0,2.5,0
3260,0.5,0,0,40,0
3261,0,0,0,58,0
3262,2,0,0,59.801523577767,3.09120616516523
3263,0.5,0,0,40,0.5
3264,2,0,0,60.5,1
3265,0,0,0,19.0328663106743,3.69966214673719
3266,0,0,0,61,7
3267,2,0,0,60.9769423634869,6.08276253029822
3268,0,0,0,60.9769423634869,0.82915619758885
3269,4.5,0,3.5,42.511763078,0.5
3270,18.8325958557674,0,0.5,64.4689847911381,0
3271,0,0,0,57.5171472017017,2.82842712474619
3272,0.5,0,0,40.0710306830259,0
3273,0,0,0,61,25.5
3274,0,0,0,51.1815939137846,2.05480466765633
3275,0.5,0,0,40.0780488547035,1
3276,7.5,0,0,83.5,0
3277,0.5,0,0,30.0444115713167,0.471404520791032
3278,8.25967446224258,0,2.62466929133727,53.3501640109944,0
3279,0,0,0,0,0
3280,2,0,0,60.5,0.5
3281,0,0,0,61,0
3282,0.5,0,0,40.2510715426382,46.7668739159222
3283,0,0,0,61,22.5
3284,2,0,0,60.5,0
3285,0,0,0,60.5,5
3286,5.5,0,0.5,103.303860044047,2.48746859276655
3287,19.3964487013015,0,0,60.9769423634869,2.44948974278318
3288,2,0,0,60.8376710782244,10.9645894689324
3289,0,0,0,0,0
3290,0,0,0,62.1709113832363,0.471404520791032
3291,2,0,0,61.4670975533468,24.7946669710259
3292,6.84754619472471,0,0,59.0670522936998,0
3293,0.5,0,0,40,0.5
3294,0,0,0,60.5,0
3295,2,0,0,60.5082638984131,6.20483682299543
3296,2,0,0,60.9769423634869,3.64005494464026
3297,0.5,0,0,36.7786169759912,0
3298,0,0,0,0,0
3299,6.84754619472471,0,0,64.2576065536213,2.44948974278318
3300,0,0,0,0,0
3301,0.5,0,0,40,0
3302,0,0,0,0,0
3303,5.09901951359278,0,1.69967317119759,58.6306707752483,0
3304,0,0,0,60.5,1
3305,0,0,0,0,0
3306,8,0,0.5,112.872439062864,0.433012701892219
3307,0,0,0,0,0
3308,0,0,0,61.1310068623117,0
3309,0,0,0,60.5,2.5
3310,0.5,0,0,38.8823867580168,5.3665631459995
3311,0.5,0,0,40,0
3312,0.5,0,0,40.0031248779392,3.08220700148449
3313,1,0,1,102.5,0
3314,0.5,0,0,40.0194397206602,5.31245915016974
3315,0.5,0,0,40,0
3316,0,0,0,58,0
3317,0.5,0,0,40,0
3318,0.5,0,0,40,0
3319,0,0,0,0,0
3320,0.5,0,0,40.3693881548879,0.866025403784439
3321,0.5,0,0,40,0
3322,0.5,0,0,40.0360948256556,2.92498812913071
3323,0.5,0,0,40,0
3324,0.816496580927726,0,0,3.55902608401044,0
3325,0,0,0,61,0
3326,1,0,1,119.611407854305,0.942809041582063
3327,0,0,0,60.5,1
3328,11.0855260988773,0,3,106.839833395602,5.06828373317832
3329,2,0,0,55.28336096874,5.95818764390649
3330,0,0,0,60.5,4
3331,0.5,0,0,40.0780488547035,0.82915619758885
3332,0.5,0,0,40,0
3333,2,0,0,60.5,23.5
3334,0.5,0,0,40.127881997188,1.82574185835055
3335,0,0,0,57.5,0
3336,0.5,0,0,39.7497169801245,1.46969384566991
3337,19.3964487013015,0,0,60.9769423634869,7.79422863405995
3338,2,0,0,55.1019257578374,2.35702260395516
3339,0,0,0,0,0
3340,0,0,0,0,0
3341,0,0,0,55.1019257578374,20.704266871026
3342,0,0,0,2.5,0
3343,0.5,0,0,40.2243707222375,3.84919816723071
3344,0,0,0,58,1
3345,0.5,0,0,40,0.5
3346,0.5,0,0,36.5908306668336,0.471404520791032
3347,0.5,0,0,40,0
3348,0,0,0,42.5,0
3349,0.5,0,0,40.0124980474851,1.11803398874989
3350,0,0,0,60.5,0
3351,0.5,0,0,40,1.5
3352,0,0,0,0,0
3353,0.5,0,0,40,0
3354,0.5,0,0,40,2
3355,0,0,0,0,0
3356,0,0,0,0,0
3357,0.5,0,0,40.0194397206602,44.7139053688373
3358,6.84754619472471,0,0,63.8107009486305,0.372677996249965
3359,9,0,0.5,56.3354905898582,0.433012701892219
3360,0,0,0,60.7494855945299,0.433012701892219
3361,0,0,0,42.5,0
3362,0.5,0,0,32.5653189758676,0
3363,0.5,0,0,40.0124980474851,0.5
3364,0,0,0,100.453416511779,0.471404520791032
3365,5.43650214343336,0,0.5,85.0609193460781,1.16619037896906
3366,0.816496580927726,0,0,42.6487592629219,1.69967317119759
3367,0,0,0,60.5,8
3368,0,0,0,61,3
3369,2,0,0,61,0
3370,19.5,0,3,57.5171472017017,14.2672897060218
3371,0,0,0,58,0
3372,2.94392028877595,0,1.63299316185545,127.625319675299,0
3373,0.5,0,0,40,1.5
3374,0.5,0,0,40,0.5
3375,0.5,0,0,40.0780488547035,1.29903810567666
3376,0.5,0,0,40,0.5
3377,0,0,0,60.5,3
3378,0.5,0,0,40,1.5
3379,2,0,0,60.9769423634869,13.6633634219397
3380,0.5,0,0,37.249906785864,3.77123616632825
3381,0,0,0,2.69258240356725,0.5
3382,0.5,0,0,40.0194397206602,0.763762615825973
3383,0,0,0,2.69258240356725,0.5
3384,2,0,0,51.0751080925598,75.1842182021378
3385,0.5,0,0,40.0780488547035,0.707106781186548
3386,0,0,0,58,1
3387,1.5,0,2,53.3249993488566,2.49443825784929
3388,0.5,0,0,40.2825954973112,2.43669858620224
3389,0.5,0,0,40,0.5
3390,0,0,0,51.6999892542435,3.39934634239519
3391,0,0,0,58,0
3392,0,0,0,60.5,2
3393,2,0,0,61.5902589700677,5.46260011349907
3394,0.5,0,0,40.0194397206602,0.897527467855751
3395,0.5,0,0,40.0849098789058,56.5215887957867
3396,1.11803398874989,0,0,42.1860956556383,1.69967317119759
3397,0,0,0,60.5,4
3398,0,0,0,57.5,0
3399,2,0,0,60.5,0
3400,0.5,0,0,40.0527430049706,5.58022301426107
3401,1.11803398874989,0,0,99.8424378543223,13.4931877516945
3402,19.5,0,3,60.5082638984131,1
3403,2,0,0,60.9769423634869,8.0156097709407
3404,5.43650214343336,0,0.5,108.659508966721,0
3405,7.5,0,0,93.8002365402135,0
3406,0.5,0,0,37.0255167268316,2.62466929133727
3407,1,0,1,145.5,0
3408,0,0,0,60.5,2
3409,2.94392028877595,0,1.63299316185545,99.1717701767998,0.4
3410,0,0,0,61,0.5
3411,0.5,0,0,40.1427452972514,14.0712472794703
3412,0,0,0,60.5,3
3413,0,0,0,61,2
3414,0,0,0,58,0
3415,0.5,0,0,40,0.5
3416,0,0,0,2.5,0
3417,0,0,0,61,0.5
3418,10.0249688278817,0,3,97.0367278055576,0.931280811902234
3419,0.5,0,0,38.3489243656194,0
3420,0,0,0,42.5,0
3421,0.5,0,0,40,2
3422,0.5,0,0,40,0.5
3423,0,0,0,51.6999892542435,1.24721912892465
3424,0,0,0,51,0
3425,0,0,0,60.5,8.5
3426,0,0,0,60.5,12.5
3427,0,0,0,61,1
3428,7.5,0,0,69.2895374497478,0
3429,6.84754619472471,0,0,54.0499768732605,0.489897948556636
3430,0,0,0,0,0
3431,0.5,0,0,38.7716391193357,4.9152822909778
3432,1,0,1,102.5,0
3433,0,0,0,42.5,0
3434,0,0,0,60.5,1
3435,0.5,0,0,37.0255167268316,0.942809041582063
3436,0,0,0,0,0
3437,0,0,0,60.5,9
3438,0,0,0,42.5,0
3439,0,0,0,51.6999892542435,0.471404520791032
3440,0.5,0,0,37.8703049895297,0
3441,0,0,0,0,0
3442,2,0,0,61,0.5
3443,0.5,0,0,40,0
3444,0,0,0,0.5,0.5
3445,12.5,0,3,77.3563184232549,0
3446,0.5,0,0,36.5908306668336,5.09901951359278
3447,2,0,0,60.5,1
3448,0,0,0,0,0
3449,8.25967446224258,0,2.62466929133727,63.2844109292855,1.06718737290547
3450,6.84754619472471,0,0,59.6629991652092,0
3451,0,0,0,2.5,0
3452,0.5,0,0,36.5908306668336,9.97775303139718
3453,0.5,0,0,40,0.5
3454,0,0,0,61,0
3455,0,0,0,58,1
3456,4.18330013267038,0,1.4790199457749,102.69956182964,7.70454411370329
3457,0.5,0,0,40,0.5
3458,0,0,0,59.801523577767,5.43650214343336
3459,0,0,0,60.5,4
3460,0.5,0,0,40,1.5
3461,0.5,0,0,40,3.5
3462,0,0,0,60.5082638984131,3.89711431702997
3463,0.5,0,0,40,0.5
3464,0,0,0,58,0
3465,0,0,0,60.5,4
3466,0,0,0,64.8553947040816,0.471404520791032
3467,0.5,0,0,70.648336852328,3.49776714490831
3468,0.5,0,0,40,0
3469,0.5,0,0,40.0031248779392,1.5
3470,19.3964487013015,0,3,59.7896312080949,6.81175454637056
3471,0.5,0,0,40.0031248779392,15.5
3472,0,0,0,60.5,1
3473,0,0,0,61,0.5
3474,0.5,0,2.5,10,0
3475,0,0,0,42.5,0.5
3476,0.5,0,0,38.8786705072095,1.55182578445717
3477,0,0,0,17,0.5
3478,1.24721912892465,0,0,42.8270942278367,6.8585712797929
3479,5.5,0,2.5,29.9146935282461,0.471404520791032
3480,0.5,0,0,38.19249489974,1.88561808316413
3481,0,0,0,0,0
3482,0.5,0,0,40.0780488547035,6.25999201277446
3483,0.5,0,0,40,0
3484,0,0,0,51.6999892542435,0.816496580927726
3485,0,0,0,58,0.5
3486,0.5,0,0,40.0031248779392,2
3487,0,0,0,0,0
3488,0.5,0,0,40.0527430049706,27.2029410174709
3489,0.5,0,0,40,0
3490,0,0,0,52,0
3491,2,0,0,60.5,0.5
3492,0,0,0,60.5,2
3493,0,0,0,57.5171472017017,6.0184900284226
3494,0.5,0,0,40,0
3495,2,0,3.5,61,1
3496,0.5,0,0,40.1344678574923,9.64682458064808
3497,0,0,0,58,0
3498,0.5,0,0,40.0527430049706,6.61857655055493
3499,0,0,0,0,0
3500,1,0,0,42.687820276983,5.5
3501,19.3964487013015,0,3,60.8376710782244,10.1283430694923
3502,0,0,0,59.801523577767,23.6971634495683
3503,0.5,0,0,37.9502598439355,0
3504,2,0,0,60.9769423634869,9.17537465175128
3505,5.43650214343336,0,0.5,85.0576275239323,3.18747549010185
3506,0,0,0,0,0
3507,2,0,0,60.5268535445219,2.17944947177034
3508,0.5,0,0,40,1
3509,0.816496580927726,0,0,42.6487592629219,0.471404520791032
3510,0,0,0,60.5,1
3511,0,0,0,0,0
3512,7.5,0,0,68.1811313096715,0
3513,0.5,0,0,40,2
3514,0,0,0,0,0
3515,7,0,0,67.7757741051739,0
3516,0.5,0,0,40.0860186210715,1.24721912892465
3517,0.5,0,0,40.0194397206602,1.59861050777091
3518,7.5,0,0,72.9965752621313,0
3519,19.5,0,0,64.053796834293,3.09120616516523
3520,2,0,0,60.9769423634869,10.0343161201947
3521,0,0,0,42.5,0
3522,1.5,0,2,51,0
3523,0.5,0,0,40,2
3524,0,0,0,1,0
3525,0,0,0,57.0542504989768,7.29297607290741
3526,0,0,0,0,0
3527,0.5,0,0,40,0
3528,0,0,0,61,0.5
3529,0.5,0,0,40.0780488547035,0.5
3530,0,0,0,0,0
3531,6,0,0.5,115.5,1.5
3532,0,0,0,58,0
3533,5.30919014539883,0,0.816496580927726,103.94072093933,0.451753951452626
