id,location,fault_severity
16455,1031,0
7281,396,0
2831,380,0
17143,1052,1
12586,469,0
9208,1075,1
15673,771,1
5559,1010,0
920,288,0
17381,600,0
11805,157,0
17441,793,0
3027,95,0
13250,522,0
14375,284,0
15672,1050,0
893,1019,0
17994,471,0
13826,95,0
7409,1010,1
11529,375,0
4149,834,0
1834,126,0
16173,167,0
4269,374,0
14488,704,1
6249,466,0
2577,1052,0
3631,526,0
16514,1009,0
8504,124,0
7807,834,1
1014,118,0
5668,490,0
12359,108,0
6992,742,0
2741,1016,2
7765,509,0
6205,938,1
6152,837,1
9571,518,0
4611,135,0
7952,102,0
1137,881,1
12579,472,0
15241,189,1
8937,1109,1
18367,648,0
2802,484,0
17417,243,0
2377,734,0
17423,228,0
12229,704,0
10200,925,0
4921,244,0
2946,923,0
12711,451,0
7705,810,2
5148,613,1
2309,292,0
11057,386,0
14413,147,0
3034,122,0
6632,116,0
6016,707,0
17255,100,0
5090,382,0
16332,124,0
12531,401,0
12924,734,0
12197,166,1
3963,619,0
17858,495,0
5525,961,0
4769,646,1
11080,497,0
11532,846,1
10105,976,2
2449,806,0
18120,1018,0
5434,884,0
15104,599,0
16299,704,2
487,1010,0
11033,91,0
2836,673,0
7203,1042,1
7523,292,0
8661,996,1
5928,1008,2
8945,1067,1
7388,600,0
12077,810,0
3867,798,2
23,257,0
4409,700,1
12930,300,1
13762,894,0
1636,491,0
10747,695,0
474,118,0
10366,846,0
8445,971,0
7342,324,0
12544,17,1
4199,280,1
13634,587,0
10972,826,1
15867,1075,1
8743,91,1
5100,1050,2
6527,752,1
296,1086,2
7081,809,0
11642,504,0
14994,1029,0
59,602,0
9268,465,0
11039,737,0
17665,13,0
15512,12,0
13664,1079,0
13472,661,0
5925,484,0
7907,1082,0
16055,371,0
3336,102,0
16414,179,1
6047,445,1
12311,921,1
10201,878,0
15393,312,0
8716,100,1
438,684,2
3268,834,1
7400,886,0
5520,494,0
7062,881,0
16163,619,0
11755,814,0
9083,474,0
5811,481,0
4668,305,0
357,894,0
1586,1107,0
8670,696,1
6181,373,0
15333,205,0
10644,498,0
6915,252,0
8662,1030,1
1782,1086,2
2998,1086,1
14007,124,0
44,451,0
5693,1019,2
1732,810,2
2867,816,0
1296,846,2
18406,810,0
3883,810,0
4440,1107,0
17217,469,0
12917,297,0
15400,102,1
15147,810,0
6467,1035,1
13894,627,1
7942,280,0
10977,1017,0
10725,320,0
12826,943,0
7968,471,0
10559,13,1
4771,506,0
15679,1059,0
6090,149,0
3289,831,1
8206,1109,0
9034,902,0
1802,763,1
9323,802,1
5217,475,0
15224,600,2
15116,976,0
17990,396,0
12452,894,0
11663,16,0
18281,181,0
1946,1033,1
1999,600,0
12420,691,1
16293,409,0
3112,1006,0
7017,1018,1
4483,270,0
4460,1030,0
3253,878,0
1118,241,0
4291,114,1
6331,619,0
9297,283,0
6654,768,0
11243,696,0
7143,990,0
17753,704,1
11382,998,1
16057,831,1
4531,660,0
7630,114,1
9922,1042,0
4614,899,0
2466,242,0
14383,523,0
17781,478,0
7997,906,1
17366,1066,0
13380,400,1
14349,507,0
15563,995,2
10599,604,1
16556,206,1
4419,945,1
10653,802,1
8605,466,0
15425,1033,0
60,931,0
588,921,2
5088,522,0
13186,7,0
12476,248,0
4140,600,0
11765,821,1
7947,687,1
7984,752,0
10409,1015,0
15880,9,0
3756,853,1
18072,788,1
10520,1019,2
15756,1080,1
4106,724,2
6932,1014,0
14955,292,0
12088,684,2
7590,49,0
7773,496,0
4858,892,2
550,1031,0
7044,460,0
2686,274,0
13965,794,0
6204,508,0
3173,734,2
5387,821,2
5731,1019,0
279,400,0
14032,102,0
5268,584,0
12145,645,2
5991,931,0
14861,171,1
3446,100,0
12788,803,0
18136,114,1
8238,314,0
2845,962,2
6302,501,0
18405,837,1
10089,845,2
1865,763,1
14870,242,0
3291,734,2
6806,684,0
8888,419,1
3950,484,0
14916,998,1
12957,95,0
812,1024,0
12866,726,0
1040,122,0
6382,442,0
12195,252,0
5303,1061,1
12744,57,2
3695,1067,1
2942,485,0
8667,760,1
1764,345,0
6828,504,0
1030,692,1
13359,845,1
10251,282,0
5598,175,1
2774,1008,1
4278,653,1
8956,893,0
16458,278,0
7103,79,1
6405,938,0
4989,794,0
13607,459,0
7637,974,2
10317,478,0
14236,854,1
11937,139,0
5253,1056,1
957,921,0
2138,509,0
2137,600,2
17548,471,0
11156,79,1
507,895,0
9593,497,0
1977,184,0
18467,548,1
6443,995,1
8512,1058,1
16490,133,0
2594,1098,2
15555,1010,0
12013,484,0
7575,963,0
4425,126,0
11319,643,0
3375,100,0
8907,505,0
8021,619,2
9586,890,0
14831,504,0
15659,477,0
10953,504,0
12528,627,0
4979,1110,1
8917,808,0
17156,1042,0
12643,365,0
4442,491,0
11227,506,0
7800,290,0
112,963,0
6734,666,1
16755,475,0
11631,878,0
18126,1061,1
12385,1100,2
16345,613,1
10249,810,2
6810,255,0
1355,494,0
1048,996,1
323,763,1
11802,480,0
17016,891,0
3731,795,0
14354,446,1
13672,1095,1
6547,834,2
2695,909,0
16033,338,1
4305,91,0
9177,126,0
178,939,0
14884,13,1
4126,653,2
13373,760,1
16815,459,0
3917,661,0
1405,126,0
7558,684,2
5628,369,0
727,118,0
4218,618,1
206,805,0
8148,1,1
4650,95,0
12671,931,0
10931,763,1
3073,1121,1
6076,613,2
8407,153,0
9344,942,0
6886,562,0
14423,704,2
17880,521,0
4384,118,1
12294,641,2
2038,324,0
5291,803,0
4263,966,0
4731,834,0
6211,1100,2
7717,471,0
3221,5,0
1455,734,0
14433,1007,1
7153,638,0
3611,995,2
15751,964,0
16740,584,0
5556,821,1
1412,300,1
11606,853,1
5308,522,0
15272,1051,0
1899,1115,0
1555,1063,0
6641,373,0
12804,104,0
14088,836,0
17220,646,2
12907,300,1
17741,614,0
1120,1115,0
1425,944,0
902,763,1
6093,812,0
3742,960,1
3527,288,1
6470,892,0
1248,648,2
4122,565,2
17824,495,0
11940,311,1
8069,500,0
10782,727,0
17733,239,1
3612,488,0
4147,704,0
1351,103,0
11657,184,0
9091,821,0
1215,547,0
14496,161,0
12951,830,2
5385,244,0
15162,1045,1
8159,1017,1
2097,745,2
2235,584,0
11778,1107,2
4281,478,0
12950,826,0
12763,124,0
12047,324,1
9331,165,0
11299,584,0
4905,126,0
13854,367,0
2493,444,0
10609,714,0
6455,1112,0
256,1033,0
6253,1007,0
6311,705,2
5258,476,0
16223,226,0
15045,1099,1
16894,644,1
4353,150,0
8631,489,0
2450,894,0
7468,754,1
10362,251,0
7399,159,1
16109,358,0
9510,845,1
10861,141,0
10666,1018,0
16993,734,0
83,149,0
7045,524,0
9434,126,0
6235,638,0
15361,485,0
3981,404,1
3662,272,0
16614,778,0
10376,1107,2
3271,976,1
2975,978,0
75,481,0
2341,549,1
8385,894,1
8929,834,0
1499,398,0
12154,500,0
16805,1105,0
2637,950,0
18394,595,1
11670,995,2
17860,1112,0
12290,116,0
15957,485,0
355,846,0
11566,484,0
7797,1062,1
12906,337,1
17511,9,0
14447,1109,0
9247,181,0
10280,388,1
11978,381,0
18054,296,1
14034,707,0
17160,124,0
17058,9,0
8421,270,0
8634,467,0
3318,270,0
18379,691,0
2159,693,0
16228,363,0
14181,645,0
5436,763,0
17152,818,1
17566,892,0
1463,188,0
11487,92,0
3076,380,0
16229,738,1
2229,166,0
9007,1107,1
3059,200,0
10976,479,0
3129,1067,1
7955,707,1
11083,149,0
18317,172,0
17892,228,1
16527,122,0
12631,47,0
4582,802,0
8086,292,1
18248,475,0
16554,990,1
8167,325,1
2012,477,0
858,1083,0
2531,1088,0
17923,865,2
5426,16,1
8975,894,0
4030,186,0
437,655,0
6766,726,2
3097,821,2
10329,1019,0
1378,707,0
1517,426,0
5430,124,0
8687,459,0
13000,793,0
5862,491,0
5982,806,0
6683,120,0
6518,260,0
12191,714,1
12877,881,1
6384,1088,1
850,704,0
12827,286,1
7190,468,0
5156,977,0
2506,846,1
15746,152,0
3804,193,0
4171,466,0
14659,744,0
16958,369,1
2352,476,0
4324,810,0
7477,962,2
10981,1026,0
11286,1008,0
5720,906,0
11659,1075,1
6107,311,0
1395,963,0
18472,413,1
14230,995,1
406,13,2
5726,1046,2
12338,684,2
7414,640,1
6070,744,0
5079,763,1
5193,798,0
4924,95,0
14396,242,0
14946,839,1
15124,1107,1
11607,582,0
3442,809,0
7612,496,0
9712,269,0
7218,369,1
4629,1018,0
14081,427,0
14494,987,0
6545,802,0
17583,479,0
14829,122,0
18314,1067,1
1203,472,0
3713,972,1
9926,91,0
7665,1063,0
16788,141,0
1817,466,0
8763,948,1
16357,155,0
2892,120,1
18044,600,0
18357,707,0
9188,644,0
11325,649,1
17258,445,0
11297,603,0
9818,189,0
16781,1014,1
12318,1000,0
3331,100,0
5269,124,0
755,122,0
1309,1117,1
13229,1033,1
8916,309,1
4279,1018,0
16931,7,2
12973,270,0
16533,684,0
8040,675,1
12444,314,0
3800,600,0
4727,418,1
16347,831,0
4239,972,2
6383,798,2
18256,821,0
10477,1022,1
16798,450,0
8214,221,1
15329,957,0
9207,447,0
543,798,2
5807,135,0
14159,300,0
4208,466,0
2908,468,0
11899,1034,0
16061,302,0
8416,505,0
12911,244,0
8773,641,1
2151,305,0
5674,570,0
16412,242,0
2266,704,1
17214,93,0
5365,128,0
7419,494,0
12608,429,1
15906,637,0
8479,522,0
12787,283,1
3794,1047,0
9321,480,0
17461,745,1
6091,476,0
17352,897,0
1241,846,2
17614,738,2
7786,382,0
16593,1024,0
10497,724,1
16678,204,0
9176,756,0
18332,477,0
13600,1106,0
17467,339,0
11130,1026,0
132,1042,0
17348,692,1
9292,181,0
13105,846,2
845,995,2
7231,72,0
3802,409,1
7442,268,0
3496,481,1
14382,763,2
2816,469,0
5153,475,0
12218,266,0
2580,1026,0
7135,474,0
12741,13,1
17713,744,1
14591,760,0
10190,466,0
12860,22,1
18313,821,1
17323,745,1
787,897,2
3216,793,0
14340,355,0
18019,834,0
11291,1026,2
3064,102,0
6619,124,0
26,238,0
4970,794,0
14999,157,0
1947,1100,2
14686,30,2
16203,699,0
1103,896,0
11404,1042,2
12266,734,1
1770,1063,1
8425,1051,0
18397,603,0
17437,122,0
327,488,0
12649,434,1
15097,837,1
17506,875,1
7070,925,0
7087,74,0
8216,181,0
4350,704,0
16206,738,1
14908,600,0
8805,153,1
5803,763,2
7568,1042,0
8202,1049,1
18027,242,0
4084,1024,0
13745,897,1
9245,1072,0
248,122,0
16080,326,0
15768,944,0
1312,505,0
5277,414,1
15091,460,1
12716,460,1
8348,756,0
204,505,0
13791,518,0
10990,834,2
5637,798,2
15068,478,0
486,821,0
12348,471,0
13992,298,1
13389,33,0
13764,126,0
12513,972,1
13333,735,0
9705,126,0
9798,734,0
8038,76,1
6650,318,0
3533,902,0
7781,893,2
4151,1008,0
731,118,0
15330,782,0
13274,957,0
12411,1095,1
13338,856,1
2735,760,0
263,1107,2
12228,808,0
1479,602,0
7323,135,0
4670,1063,0
583,639,1
3978,836,0
16563,885,0
8559,846,1
15847,439,0
7331,584,0
3098,793,0
8188,371,0
3243,696,1
13261,198,0
15982,485,0
14611,777,2
5018,627,1
1937,128,0
3992,378,0
9155,808,0
12913,897,0
9733,1075,2
12803,846,1
18480,485,0
873,655,1
11392,270,0
3455,662,1
13953,92,0
11600,651,1
15146,806,0
6548,17,0
17857,504,0
6052,193,0
5795,244,0
4354,480,0
6286,325,0
15971,126,0
7145,466,0
11716,311,0
409,808,0
3208,797,1
17444,348,0
17446,4,1
18222,613,2
11707,641,1
11580,948,0
8615,474,0
7818,1010,0
8617,821,0
15903,465,0
17094,334,0
11690,696,1
975,836,0
14266,320,0
1579,793,0
5601,318,0
4700,962,2
818,821,0
8241,163,1
13065,1018,0
8858,1058,1
7831,921,1
8574,378,0
14226,466,0
8013,479,0
4371,298,1
17637,547,1
14845,106,0
6592,89,0
10322,124,0
8284,763,1
1373,962,2
3481,806,0
6982,1112,0
9417,518,0
8471,196,0
11061,1024,0
2899,494,0
12697,708,0
221,704,0
10235,190,0
403,899,0
7966,177,1
15118,603,1
12635,925,0
247,845,2
1855,662,1
1094,448,0
4853,851,0
13957,603,0
17250,1097,0
350,1024,0
10024,91,0
13875,460,0
1576,95,0
12276,1008,1
4846,849,0
12179,700,1
4118,1075,2
5854,124,0
17399,479,0
2135,867,2
6312,488,0
8578,169,1
1223,314,1
8168,1102,0
10333,740,0
8970,89,1
17485,282,0
7425,124,0
11660,615,0
9853,1025,0
290,892,2
906,1120,0
3022,497,0
4873,378,0
11414,380,0
90,1111,1
5673,798,0
1090,246,1
18462,15,0
4931,441,1
17334,124,0
17559,353,1
16611,1049,0
10874,995,2
17495,995,2
2815,459,0
9685,600,2
954,618,0
13786,615,0
18503,123,0
6330,460,1
14703,693,1
9454,157,0
2947,505,0
17662,322,1
9736,950,0
5728,734,0
5063,826,1
6113,805,0
11961,734,0
11270,416,0
17431,655,0
7076,1026,0
17504,311,0
14676,735,0
8633,774,2
9195,899,1
14787,932,0
12063,9,0
1513,613,2
12264,942,0
1116,470,0
14330,256,0
3175,400,0
15283,950,1
5010,520,0
12502,995,2
11258,380,0
17996,814,0
8926,600,0
7454,210,0
11190,459,0
12903,472,0
16050,472,0
11373,175,1
12112,1019,0
10774,89,1
8879,155,0
3167,856,1
8294,1107,0
2546,901,0
12953,704,0
11844,503,0
10729,976,2
4946,215,1
16620,744,1
13537,938,0
6168,924,0
14026,172,1
10698,607,0
5378,292,0
5,460,0
14891,541,1
6981,86,2
1724,534,0
1657,496,0
8582,807,1
1540,1084,1
5901,1054,0
4475,365,1
3258,989,2
12926,648,2
10488,124,0
2398,126,0
13671,529,0
7870,298,0
17269,734,2
4399,95,0
5000,7,0
15637,493,0
3190,929,0
4335,917,1
18231,90,0
15934,803,0
14497,280,0
1352,618,1
17013,466,0
6556,471,0
7683,501,0
16627,976,2
1177,704,2
8506,1061,1
14603,1075,2
10191,892,1
15972,242,0
12244,1062,0
1019,464,0
6029,756,0
16873,995,2
16845,1052,1
15837,169,0
17772,257,1
17763,183,0
16444,481,2
14572,998,1
15632,181,1
14160,91,0
257,1099,0
14539,854,0
14559,118,0
12472,107,0
14370,1075,0
11421,885,1
12378,794,0
17558,419,0
4583,1052,0
7316,886,0
8817,798,0
13353,1026,0
5804,671,0
16679,830,1
13546,395,1
1810,102,0
5707,921,2
6258,735,0
12384,14,0
1910,403,1
4658,1019,0
3499,849,0
7306,149,0
29,505,0
8126,633,0
6284,714,1
2842,1030,0
9782,1024,0
5438,475,0
4692,375,0
9458,242,0
7700,126,0
8904,244,0
7594,1086,2
5488,816,1
5753,639,0
8108,114,0
3711,378,0
13717,796,1
17678,488,0
1828,664,0
13212,769,2
14622,480,0
16069,161,0
8476,632,0
6629,1100,1
7084,845,1
212,665,0
10456,1050,0
16547,373,0
1402,214,0
9758,798,2
12232,1052,2
12016,480,0
9170,467,0
12985,533,0
259,282,0
1709,1081,0
12936,894,1
7752,944,1
9303,931,2
15461,769,0
15786,44,0
13366,415,1
13067,1011,2
2641,481,0
7632,808,0
15645,706,1
9278,95,0
5961,1008,2
1005,1118,0
3927,834,2
17822,625,1
1777,506,0
1529,714,1
1236,948,1
9708,344,0
12431,471,0
16255,1075,1
17033,1025,1
4512,878,0
2743,1101,0
4064,147,1
7182,126,0
3880,972,0
14465,365,0
2748,206,1
4844,380,0
11338,6,1
9865,380,0
13547,921,2
18234,414,1
14006,917,2
8627,599,1
14012,466,0
18375,471,0
3285,600,2
11817,984,2
4155,466,0
1751,857,1
17699,814,0
16393,91,0
5732,1075,1
2907,2,1
3394,124,0
16998,1031,1
18416,1109,2
17803,613,1
17581,1019,2
2147,976,2
13444,649,0
4560,367,1
15111,925,2
13718,798,2
2199,161,0
11969,1082,0
15567,924,0
18207,8,1
15438,814,0
2792,619,0
11912,1049,0
10010,520,0
11012,1107,2
3370,1052,2
4056,961,1
12495,1019,0
10154,350,1
9843,133,0
9796,842,0
18118,760,0
18414,1099,0
7008,962,2
16423,885,1
13850,1054,0
3515,266,0
3113,1010,0
15323,1100,1
14093,395,0
4491,793,0
6128,891,0
4738,1033,1
3198,756,0
8699,149,0
341,122,0
3554,924,2
14832,963,0
11706,984,0
12216,102,0
657,895,1
11100,1008,1
13391,1019,2
4119,898,0
1389,87,1
10232,283,0
10113,469,0
8525,704,1
18143,465,0
5248,852,1
4764,509,0
9076,821,2
8106,1008,2
4694,759,0
9795,479,0
9386,2,0
3290,931,0
18385,294,0
519,122,0
7185,734,0
2465,1052,2
111,491,0
5591,706,1
3319,1055,0
7138,363,0
15978,475,0
2992,102,1
6210,471,0
17970,195,0
5242,468,0
4806,809,0
9884,779,2
16303,7,2
3011,601,1
3558,137,0
4949,613,1
827,167,0
17650,1033,1
17527,675,1
4377,230,0
2355,877,1
6175,816,0
18309,613,1
15389,181,0
12684,120,1
11976,1013,0
8452,823,1
14598,7,0
901,684,0
12074,734,0
6426,8,0
10297,956,2
16145,1061,2
1746,821,2
12450,763,0
16693,723,0
18538,1106,1
4482,483,0
13003,599,0
17757,984,1
13496,1071,0
5414,128,0
9557,1077,0
5216,476,0
18360,846,0
16207,249,1
15688,744,1
10242,480,0
1739,365,1
11928,1011,1
4115,471,0
2575,165,1
11381,501,0
6737,822,0
6406,808,0
11311,810,2
8447,16,0
16697,678,1
10964,118,0
13675,314,0
7095,353,0
9418,264,1
16949,1,0
17438,653,2
7046,798,1
7651,120,0
2190,734,2
10144,793,0
17685,638,1
17109,565,0
6239,356,1
8128,1076,1
4446,455,0
13889,894,0
14688,450,0
17585,734,2
8867,328,0
12590,1019,2
16785,699,1
8911,415,1
9346,245,0
6241,1052,0
11719,476,0
9663,834,1
8551,837,0
14928,931,0
15060,803,1
4587,879,0
6846,976,1
14207,1053,1
15709,378,0
4751,242,0
7527,714,0
2028,645,0
14721,155,0
14727,91,0
12602,945,0
17850,802,0
9565,471,0
1941,808,0
1980,641,1
14385,814,0
17888,171,0
8668,767,0
10416,135,0
217,13,1
16794,651,0
16467,468,0
16492,1095,0
16097,1,0
924,734,2
2136,600,0
11302,909,0
4589,126,0
15142,442,0
7639,1069,1
15324,823,0
16133,758,1
5032,1015,1
17830,102,0
1789,103,0
3381,370,0
1398,941,0
13626,155,0
16934,643,0
2314,767,1
11067,149,0
15365,224,0
10459,976,1
8114,999,0
15955,885,0
2114,821,1
17724,1019,0
15704,962,0
6906,527,0
12750,1107,2
4075,149,0
6986,1100,2
7868,655,0
2372,831,1
6085,834,1
5557,903,0
1656,465,0
17670,826,1
11518,756,1
31,457,0
1031,763,1
9752,995,2
809,204,1
3640,1026,0
2923,994,0
18016,600,2
7042,240,1
15825,931,0
2258,767,1
14403,914,1
11011,478,0
4973,1100,2
17624,448,0
12599,638,0
11093,1100,2
9267,500,0
12200,892,2
5964,709,0
4136,845,0
17061,822,0
15676,102,0
8054,472,0
315,909,1
3570,175,0
7377,1068,0
15309,211,1
1874,314,1
7071,180,0
3152,653,2
15697,823,0
2425,1008,1
2729,157,0
7506,795,0
15998,899,0
15256,1052,0
1446,236,0
7240,704,0
13348,817,0
5636,489,0
4881,1086,1
7904,684,0
8123,476,0
6794,1050,1
190,478,0
17307,118,0
4066,945,0
16510,958,0
10551,786,0
17638,242,0
3669,272,0
14654,684,1
4607,441,0
2614,885,0
15280,99,0
10722,808,0
14768,1111,1
3334,493,0
16453,457,0
5333,1067,0
13488,93,1
10625,881,0
8454,644,0
15072,1019,1
14454,490,0
16540,710,0
11863,760,1
16088,653,1
4685,653,0
12644,744,0
10984,584,0
10791,472,0
18506,845,0
10847,244,0
8675,474,0
11864,124,0
15273,704,0
5745,242,0
1255,1042,1
13027,298,0
3164,1031,0
5397,758,0
13706,369,0
4178,962,0
12454,1107,1
177,124,0
8162,856,1
13041,768,0
6385,1111,1
1816,1083,1
2660,824,1
18413,1002,0
14583,1086,1
6926,682,0
8166,599,2
1295,607,0
11457,837,1
470,648,0
11397,1086,2
1110,1042,2
7051,484,0
16515,846,0
18182,506,0
6808,653,1
2537,661,1
13181,488,0
154,257,1
8383,700,1
2564,406,1
12445,2,1
8728,243,0
8009,611,0
16608,845,0
313,902,0
14350,239,0
9820,931,0
14210,491,0
6644,1030,1
15347,962,2
9230,584,0
12757,814,0
7552,793,0
14018,962,2
8102,643,0
10319,1007,0
15910,475,0
3183,856,2
7033,684,0
16615,236,1
11200,229,1
4706,1052,0
4623,1008,1
10025,414,0
7296,734,2
1614,226,1
5647,995,0
2021,1072,0
6651,834,0
14219,489,0
10852,373,0
6727,995,1
6282,445,0
5727,119,0
16114,325,1
1216,7,0
1993,963,0
1776,798,1
12052,817,0
17750,805,0
9115,91,0
1006,603,0
2214,1008,1
17971,38,0
12235,962,1
9562,487,0
14486,480,0
3860,1116,0
6303,477,0
13434,465,0
7229,292,0
6661,32,0
12412,244,0
1904,892,0
14066,488,0
886,1018,0
769,893,0
1553,1010,0
8228,756,1
15713,477,0
432,255,0
14084,501,0
6781,57,1
3723,994,0
12389,1015,0
8892,97,1
16074,653,2
10444,230,0
107,118,1
12252,242,0
10767,97,0
5977,1017,1
10850,825,1
12053,881,1
15677,229,0
2096,135,0
2656,102,0
4439,475,0
12868,151,0
10438,208,1
15725,118,0
11192,885,1
3682,714,1
13795,834,0
14106,852,0
16809,1008,1
9725,244,0
9977,480,0
12174,133,0
10713,742,0
2759,1094,0
12719,169,0
10130,492,0
16746,498,0
13234,153,0
6893,206,0
12700,825,1
10537,664,0
10796,705,2
6498,155,0
8359,1017,0
5524,897,2
13842,536,1
17698,466,0
1965,664,0
13388,721,1
13233,477,0
6243,846,0
16754,845,0
16224,13,0
1266,246,1
1914,135,0
14062,518,0
1877,837,0
7502,1107,1
17773,845,2
561,641,0
4651,1026,0
12799,533,0
9901,707,0
11191,126,0
10690,126,0
5243,984,0
18170,734,2
1544,865,1
14761,149,0
6021,692,1
12710,1086,2
544,974,1
17015,292,0
7019,736,0
2608,1095,0
8623,944,0
2848,465,0
17596,506,0
7104,369,0
5624,13,2
9976,826,1
14493,925,0
5410,948,0
11752,505,0
8505,829,0
13526,909,1
14471,463,0
1424,414,0
17871,521,0
9254,476,0
14866,126,0
13568,805,0
15264,881,1
2965,344,1
15316,613,0
17592,809,0
2581,198,0
12613,757,0
17327,258,1
3989,380,0
16082,73,0
2164,691,1
918,271,0
8242,962,2
7953,976,0
6208,1007,0
2007,355,1
15166,957,1
2434,810,2
8948,344,0
10583,638,2
4094,995,1
7022,644,0
1343,128,0
5827,7,0
3689,758,1
18130,905,0
8154,600,2
10971,600,0
15126,468,0
17748,1063,0
14468,155,0
6899,754,0
7485,380,0
11116,1056,1
6753,91,0
3561,208,1
16140,1097,0
13149,1126,0
12193,159,0
7169,643,1
5440,472,0
8932,336,0
618,495,0
12137,763,1
11082,798,2
16101,9,0
1265,519,0
4216,1075,2
387,957,0
8155,500,0
9407,653,1
6071,292,1
6217,476,0
15887,493,0
11402,457,0
1538,1079,1
14401,468,0
12269,627,1
13610,276,0
999,704,1
12293,147,0
10944,704,2
12695,839,0
8210,767,1
17037,1100,2
12363,1086,1
9178,911,1
15798,584,0
13056,837,0
9603,1042,1
859,402,1
13073,463,0
2497,925,1
12337,977,1
12037,151,1
3753,471,0
11028,546,1
16530,1058,1
1916,91,0
1196,627,0
5203,468,0
14719,400,0
4293,1107,1
9497,242,0
15342,459,0
2639,17,1
4549,921,1
14303,830,1
11187,619,1
15605,356,0
5908,1095,1
6752,919,0
16417,884,1
14794,119,0
4943,470,0
10481,638,2
15167,244,0
2707,793,0
17291,481,0
15754,225,0
13801,102,0
7245,803,0
18493,700,0
17673,718,0
10958,1079,0
6487,942,1
7336,1104,1
2920,763,1
1861,627,1
9970,844,1
2490,167,1
15770,946,0
15918,283,0
17005,60,1
4799,126,0
2200,476,0
16895,9,0
3572,683,0
8190,1107,2
1670,793,0
2613,126,0
17145,400,0
15370,1117,0
5767,494,0
3948,481,0
8555,9,0
14146,676,0
14968,149,0
8709,793,0
12433,353,1
2917,1103,2
5357,282,0
14270,493,0
9667,473,0
16290,773,0
8468,981,1
14256,39,0
9991,484,0
10596,374,0
17551,815,1
6773,177,1
6722,465,0
18100,793,0
15092,814,0
18046,475,0
4422,814,0
91,984,1
8565,466,0
11466,825,1
15366,380,0
13914,619,0
14467,1031,0
662,244,0
6053,928,1
3460,242,0
9378,1042,2
7367,962,1
14803,208,0
18080,122,0
3371,882,0
9147,834,0
871,386,1
7838,584,0
2644,613,1
8220,845,1
16007,896,0
10655,568,1
7698,794,0
5630,380,0
4280,460,1
3260,95,1
14556,318,0
16549,943,1
16056,100,0
3428,472,0
7747,393,1
15013,821,0
14431,894,1
13645,921,0
12982,74,1
2635,16,0
1976,460,0
12560,155,0
952,13,0
13377,242,0
16889,723,1
12132,157,0
3531,691,0
13722,756,1
10542,760,1
17866,128,0
4401,802,1
6089,846,2
10224,13,0
3229,984,0
9956,477,0
7635,925,0
8090,946,0
10696,1014,1
17475,856,1
16897,244,0
6957,1063,0
928,836,0
14430,135,0
14271,895,1
2134,915,1
4883,415,1
14166,1033,0
9215,909,0
11633,139,1
687,638,2
5401,1107,2
9121,627,1
18358,73,1
8783,898,0
1729,462,0
5317,518,0
10902,1008,0
16304,704,2
14286,849,0
16051,1061,2
13500,520,0
6408,495,0
7198,794,1
12079,668,2
13621,895,0
6709,684,1
9689,126,0
9251,335,1
12909,84,1
10183,814,0
14041,714,0
8287,320,1
7999,885,0
7085,760,0
17738,705,0
7345,465,0
1809,291,0
4622,816,0
12975,471,0
1433,270,0
13118,290,1
265,831,0
6914,1,0
9489,644,0
11235,530,1
3028,488,0
1064,976,2
14287,870,0
16990,894,2
8229,891,0
6782,296,1
714,9,0
7292,653,0
9098,709,0
1887,326,1
5844,763,0
4930,91,0
8333,798,2
5711,808,0
11654,607,1
10138,485,0
17411,557,0
17193,1048,0
2382,856,1
12202,810,1
1829,240,0
8196,373,0
12108,1086,0
6731,494,0
5957,135,0
18147,809,0
4542,242,0
2208,1086,2
7495,118,0
1077,318,0
3003,943,1
139,474,0
5733,798,0
7412,480,0
13755,834,0
17071,1014,0
15410,816,0
8531,508,0
12010,405,1
17569,793,0
5835,938,1
1603,737,0
3894,1052,0
15176,1100,2
7561,33,0
13273,1010,1
7155,989,1
14336,1106,1
1225,1033,1
6798,638,2
13838,1007,0
16301,380,0
10522,378,0
9350,1111,1
14288,125,0
8496,460,1
7976,144,1
6691,644,1
13046,845,1
17991,430,0
8063,944,1
14890,760,0
7432,1061,2
2348,615,0
4736,244,0
5098,902,0
4357,891,0
1367,808,0
9480,989,2
16087,141,0
14487,763,0
2488,133,0
2233,839,1
5418,538,1
5950,984,1
11295,643,1
853,159,0
17202,1054,0
13421,413,0
2250,1,0
555,834,0
15294,600,0
9632,1112,2
2224,1099,1
9909,389,0
9730,1100,1
9617,91,0
16268,837,1
12532,915,2
3832,519,0
1971,79,1
7978,1025,0
15634,471,0
360,834,2
4965,476,0
5823,460,1
6720,878,0
11430,135,0
15572,691,1
5933,878,0
16579,535,0
6723,500,0
9797,891,0
17372,127,0
8052,704,2
2983,676,1
3973,470,0
15719,126,0
11065,810,1
2166,707,0
5049,846,0
14381,652,0
12230,166,0
18230,931,0
13836,107,1
11474,533,0
17135,1044,0
5184,1018,1
17301,895,1
10590,475,0
14040,135,0
5527,742,0
69,875,1
1284,600,0
15406,157,0
14294,133,0
15367,962,1
504,798,0
13828,812,0
5307,520,0
16911,882,0
14064,380,0
6551,810,1
17519,662,0
18021,878,0
12418,864,1
10663,89,0
7027,963,0
3896,1095,0
14304,495,0
1485,702,0
3018,891,0
8413,493,0
15975,311,1
1416,325,0
9114,829,0
3272,406,1
12988,1024,0
12017,995,0
1349,1007,0
18442,902,1
